,currentDate,ExpDate,StrikePrice,Ticker,Type,Last,IV,StockPrice,T,new_newton,new_newton_steps
480,2017-02-17,2017-03-10,830.0,AMZN,Put,6.82,0.16891,845.070007,0.057494866529774126,0.1632128610488311,1.0
481,2017-02-17,2017-03-10,847.5,AMZN,Put,13.75,0.15749000000000002,845.070007,0.057494866529774126,0.15600419556993272,1.0
482,2017-02-17,2017-03-10,850.0,AMZN,Put,16.0,0.16622,845.070007,0.057494866529774126,0.1668979603819637,1.0
483,2017-02-17,2017-03-17,780.0,AMZN,Put,1.4,0.1968,845.070007,0.07665982203969883,0.19799656775193242,1.0
484,2017-02-17,2017-03-17,785.0,AMZN,Put,1.73,0.19391,845.070007,0.07665982203969883,0.19554919051860026,1.0
485,2017-02-17,2017-03-17,790.0,AMZN,Put,2.0,0.19567,845.070007,0.07665982203969883,0.189860491324694,1.0
486,2017-02-17,2017-03-17,795.0,AMZN,Put,2.48,0.18968,845.070007,0.07665982203969883,0.1878077745058686,1.0
487,2017-02-17,2017-03-17,805.0,AMZN,Put,3.59,0.18266,845.070007,0.07665982203969883,0.18089335608035553,1.0
488,2017-02-17,2017-03-17,820.0,AMZN,Put,6.3,0.18131,845.070007,0.07665982203969883,0.17259064205744057,1.0
489,2017-02-17,2017-03-17,825.0,AMZN,Put,7.52,0.16314,845.070007,0.07665982203969883,0.16968262133770726,1.0
490,2017-02-17,2017-03-17,830.0,AMZN,Put,9.19,0.16677,845.070007,0.07665982203969883,0.16974779923555905,1.0
491,2017-02-17,2017-03-17,845.0,AMZN,Put,15.25,0.16197,845.070007,0.07665982203969883,0.16552816313510121,1.0
492,2017-02-17,2017-03-24,785.0,AMZN,Put,2.47,0.20121,845.070007,0.09582477754962354,0.1923408204729347,1.0
493,2017-02-17,2017-03-24,787.5,AMZN,Put,3.15,0.19432,845.070007,0.09582477754962354,0.19997213705594966,1.0
494,2017-02-17,2017-03-24,790.0,AMZN,Put,2.95,0.18078,845.070007,0.09582477754962354,0.1898122438345996,1.0
495,2017-02-17,2017-03-24,805.0,AMZN,Put,5.05,0.18586,845.070007,0.09582477754962354,0.1838566083948059,1.0
496,2017-02-17,2017-03-24,812.5,AMZN,Put,7.65,0.18589,845.070007,0.09582477754962354,0.19498003827949972,1.0
497,2017-02-17,2017-03-24,820.0,AMZN,Put,8.03,0.18078,845.070007,0.09582477754962354,0.17479352928196001,1.0
498,2017-02-17,2017-03-24,830.0,AMZN,Put,11.0,0.16473,845.070007,0.09582477754962354,0.17087415724510993,1.0
499,2017-02-17,2017-03-24,862.5,AMZN,Put,30.69,0.19726,845.070007,0.09582477754962354,0.2001924667264103,1.0
500,2017-02-17,2017-04-21,825.0,AMZN,Call,37.85,0.18346,845.070007,0.17248459958932238,0.18919405854429278,1.0
501,2017-02-17,2017-04-21,830.0,AMZN,Call,34.1,0.17598,845.070007,0.17248459958932238,0.18339479604706296,1.0
502,2017-02-17,2017-04-21,850.0,AMZN,Call,23.35,0.18359,845.070007,0.17248459958932238,0.1809545370878175,1.0
503,2017-02-17,2017-04-21,855.0,AMZN,Call,21.36,0.1774,845.070007,0.17248459958932238,0.1825687025257013,1.0
504,2017-02-17,2017-04-21,870.0,AMZN,Call,15.04,0.17448,845.070007,0.17248459958932238,0.17829557806982527,1.0
505,2017-02-17,2017-04-21,880.0,AMZN,Call,12.3,0.18997,845.070007,0.17248459958932238,0.18120723413431905,1.0
506,2017-02-17,2017-04-21,885.0,AMZN,Call,10.5,0.17381,845.070007,0.17248459958932238,0.17756689757895783,1.0
507,2017-02-17,2017-04-21,895.0,AMZN,Call,8.69,0.18311,845.070007,0.17248459958932238,0.18241889174875098,1.0
508,2017-02-17,2017-04-21,910.0,AMZN,Call,5.53,0.17973,845.070007,0.17248459958932238,0.17829879777199273,1.0
509,2017-02-17,2017-04-21,920.0,AMZN,Call,4.3,0.18394,845.070007,0.17248459958932238,0.17998481786646012,1.0
510,2017-02-17,2017-04-21,765.0,AMZN,Put,4.03,0.21228,845.070007,0.17248459958932238,0.20541938991579897,1.0
511,2017-02-17,2017-04-21,775.0,AMZN,Put,5.18,0.20537,845.070007,0.17248459958932238,0.20157621546325566,1.0
512,2017-02-17,2017-04-21,785.0,AMZN,Put,6.65,0.2001,845.070007,0.17248459958932238,0.19819819985109985,1.0
513,2017-02-17,2017-04-21,795.0,AMZN,Put,8.45,0.191,845.070007,0.17248459958932238,0.1947190465545828,1.0
514,2017-02-17,2017-04-21,825.0,AMZN,Put,16.45,0.18655,845.070007,0.17248459958932238,0.18447921212050933,1.0
515,2017-02-17,2017-04-21,855.0,AMZN,Put,28.91,0.16915,845.070007,0.17248459958932238,0.17076240627397601,1.0
516,2017-02-17,2017-04-21,860.0,AMZN,Put,32.14,0.17597000000000002,845.070007,0.17248459958932238,0.17279810628936831,1.0
517,2017-02-17,2017-06-16,880.0,AMZN,Call,31.11,0.23792,845.070007,0.3258042436687201,0.2342358119773092,1.0
518,2017-02-17,2017-06-16,890.0,AMZN,Call,28.17,0.24506,845.070007,0.3258042436687201,0.23696311247131693,1.0
519,2017-02-17,2017-06-16,900.0,AMZN,Call,23.6,0.22961,845.070007,0.3258042436687201,0.2289947953952213,1.0
520,2017-02-17,2017-06-16,770.0,AMZN,Put,16.7,0.2485,845.070007,0.3258042436687201,0.24485048778056775,1.0
521,2017-02-17,2017-06-16,780.0,AMZN,Put,19.39,0.24799,845.070007,0.3258042436687201,0.24369392838656126,1.0
522,2017-02-17,2017-06-16,810.0,AMZN,Put,28.41,0.22663000000000005,845.070007,0.3258042436687201,0.2351904233381139,1.0
523,2017-02-17,2017-06-16,850.0,AMZN,Put,46.29,0.22312,845.070007,0.3258042436687201,0.23090195748195566,1.0
524,2017-02-17,2017-06-16,860.0,AMZN,Put,50.95,0.22428,845.070007,0.3258042436687201,0.22623900315095438,1.0
525,2017-02-17,2017-06-16,870.0,AMZN,Put,58.3,0.22873,845.070007,0.3258042436687201,0.2338047226485035,1.0
526,2017-02-17,2017-07-21,920.0,AMZN,Call,21.35,0.22211,845.070007,0.4216290212183436,0.21716429471468252,1.0
527,2017-02-17,2017-07-21,765.0,AMZN,Put,26.9,0.28025,845.070007,0.4216290212183436,0.28364360991119464,1.0
528,2017-02-17,2017-07-21,770.0,AMZN,Put,20.95,0.24997,845.070007,0.4216290212183436,0.24093427412915017,1.0
529,2017-02-17,2017-07-21,775.0,AMZN,Put,22.25,0.24661,845.070007,0.4216290212183436,0.23967675110532774,1.0
530,2017-02-17,2017-07-21,785.0,AMZN,Put,26.74,0.24223000000000006,845.070007,0.4216290212183436,0.24627528068929355,1.0
531,2017-02-17,2017-07-21,805.0,AMZN,Put,32.3,0.22859,845.070007,0.4216290212183436,0.23661039622703028,1.0
532,2017-02-17,2017-07-21,820.0,AMZN,Put,37.0,0.22263,845.070007,0.4216290212183436,0.2287968900607442,1.0
533,2017-02-17,2017-07-21,825.0,AMZN,Put,39.3,0.22263,845.070007,0.4216290212183436,0.22902197984103428,1.0
534,2017-02-17,2017-07-21,830.0,AMZN,Put,40.9,0.22312,845.070007,0.4216290212183436,0.22559677477214132,1.0
535,2017-02-17,2017-07-21,835.0,AMZN,Put,43.15,0.22904,845.070007,0.4216290212183436,0.22486339423787755,1.0
536,2017-02-17,2017-07-21,850.0,AMZN,Put,51.24,0.22904,845.070007,0.4216290212183436,0.22660747503888096,1.0
537,2017-02-17,2017-12-15,910.0,AMZN,Call,54.5,0.24997,845.070007,0.8240930869267625,0.257569568681063,1.0
538,2017-02-17,2017-12-15,920.0,AMZN,Call,52.9,0.25388,845.070007,0.8240930869267625,0.26322762982729425,1.0
539,2017-02-17,2017-12-15,790.0,AMZN,Put,51.32,0.26577,845.070007,0.8240930869267625,0.2612749772742755,1.0
540,2017-02-17,2017-12-15,795.0,AMZN,Put,54.35,0.25783,845.070007,0.8240930869267625,0.2643648660746492,1.0
541,2017-02-17,2017-12-15,800.0,AMZN,Put,55.31,0.26678,845.070007,0.8240930869267625,0.259978210819826,1.0
542,2017-02-17,2017-12-15,805.0,AMZN,Put,58.6,0.27267,845.070007,0.8240930869267625,0.263562193465801,1.0
543,2017-02-17,2017-12-15,815.0,AMZN,Put,62.62,0.25578,845.070007,0.8240930869267625,0.2613048689181358,1.0
544,2017-02-17,2017-12-15,845.0,AMZN,Put,75.88,0.25621,845.070007,0.8240930869267625,0.254783382748687,1.0
545,2017-02-17,2018-01-19,910.0,AMZN,Call,58.19,0.24997,845.070007,0.919917864476386,0.25490312913354435,1.0
546,2017-02-17,2018-01-19,820.0,AMZN,Put,68.0,0.25994,845.070007,0.919917864476386,0.25743617181439993,1.0
547,2017-02-17,2018-01-19,890.0,AMZN,Put,105.4,0.26131,845.070007,0.919917864476386,0.2524683037130273,1.0
548,2017-02-17,2018-01-19,910.0,AMZN,Put,141.3,0.32234,845.070007,0.919917864476386,0.3245025676721008,1.0
549,2017-02-17,2018-06-15,820.0,AMZN,Call,109.21,0.23577,845.070007,1.322381930184805,0.24560596806258395,1.0
550,2017-02-17,2017-05-19,22.5,AMBC,Call,1.9,0.41483,22.5,0.24914442162902126,0.4219755267136401,1.0
551,2017-02-17,2017-05-19,22.5,AMBC,Put,1.85,0.42163,22.5,0.24914442162902126,0.4170376536342619,1.0
552,2017-02-17,2017-02-24,56.5,AMBA,Call,0.42,0.26367,55.470001,0.01916495550992471,0.26979777902421537,1.0
553,2017-02-17,2017-02-24,54.0,AMBA,Put,0.4,0.31912,55.470001,0.01916495550992471,0.31868698496770304,1.0
554,2017-02-17,2017-02-24,56.0,AMBA,Put,1.43,0.37011,55.470001,0.01916495550992471,0.37322862749927926,1.0
555,2017-02-17,2017-03-03,53.0,AMBA,Call,3.53,0.49297,55.470001,0.03832991101984942,0.4857612662810793,1.0
556,2017-02-17,2017-03-03,57.0,AMBA,Call,1.55,0.50617,55.470001,0.03832991101984942,0.5074581834166708,1.0
557,2017-02-17,2017-03-03,57.5,AMBA,Call,1.4,0.51389,55.470001,0.03832991101984942,0.514390358659574,1.0
558,2017-02-17,2017-03-03,59.0,AMBA,Call,0.85,0.48182,55.470001,0.03832991101984942,0.48594429766605257,1.0
559,2017-02-17,2017-03-03,61.0,AMBA,Call,0.53,0.50852,55.470001,0.03832991101984942,0.5094962319700985,1.0
560,2017-02-17,2017-03-10,53.0,AMBA,Call,3.63,0.40866,55.470001,0.057494866529774126,0.41744967842534203,1.0
561,2017-02-17,2017-03-10,56.0,AMBA,Call,2.1,0.4487100000000001,55.470001,0.057494866529774126,0.44067099713835634,1.0
562,2017-02-17,2017-03-10,58.0,AMBA,Call,1.4,0.45036,55.470001,0.057494866529774126,0.45265522523735163,1.0
563,2017-02-17,2017-03-10,58.5,AMBA,Call,1.3,0.4587,55.470001,0.057494866529774126,0.4637745585039051,1.0
564,2017-02-17,2017-03-10,59.5,AMBA,Call,1.04,0.4678100000000001,55.470001,0.057494866529774126,0.4663936960375977,1.0
565,2017-02-17,2017-03-24,52.5,AMBA,Call,4.64,0.43028,55.470001,0.09582477754962354,0.4354774595528867,1.0
566,2017-02-17,2017-03-03,51.0,AMBA,Put,0.74,0.56037,55.470001,0.03832991101984942,0.5598137077278091,1.0
567,2017-02-17,2017-03-03,51.5,AMBA,Put,0.8,0.5380699999999999,55.470001,0.03832991101984942,0.5397304351833014,1.0
568,2017-02-17,2017-03-03,52.0,AMBA,Put,1.05,0.57129,55.470001,0.03832991101984942,0.5721887050987569,1.0
569,2017-02-17,2017-03-10,51.0,AMBA,Put,1.05,0.53072,55.470001,0.057494866529774126,0.5359251911364071,1.0
570,2017-02-17,2017-03-10,53.0,AMBA,Put,1.7,0.52878,55.470001,0.057494866529774126,0.5338455241039763,1.0
571,2017-02-17,2017-03-10,53.5,AMBA,Put,1.68,0.49055,55.470001,0.057494866529774126,0.48979623954918616,1.0
572,2017-02-17,2017-03-24,54.0,AMBA,Put,2.37,0.45791,55.470001,0.09582477754962354,0.4531921720002804,1.0
573,2017-02-17,2017-03-24,55.0,AMBA,Put,2.85,0.46087,55.470001,0.09582477754962354,0.45374966988570675,1.0
574,2017-02-17,2018-01-19,55.0,AMBA,Put,9.4,0.47215,55.470001,0.919917864476386,0.4665801070569288,1.0
575,2017-02-17,2017-03-17,48.0,AMED,Call,1.93,0.35853,47.939999,0.07665982203969883,0.36838807019457465,1.0
576,2017-02-17,2017-03-17,48.0,AMED,Put,2.28,0.42992,47.939999,0.07665982203969883,0.4266919892639724,1.0
577,2017-02-17,2017-02-24,47.0,AAL,Call,0.54,0.21867,46.91,0.01916495550992471,0.22435096913815292,1.0
578,2017-02-17,2017-02-24,47.5,AAL,Call,0.34,0.21872,46.91,0.01916495550992471,0.22512304154697044,1.0
579,2017-02-17,2017-02-24,48.0,AAL,Call,0.2,0.21872,46.91,0.01916495550992471,0.225429495970831,1.0
580,2017-02-17,2017-02-24,50.0,AAL,Call,0.04,0.28587,46.91,0.01916495550992471,0.28091088767608724,1.0
581,2017-02-17,2017-02-24,42.5,AAL,Put,0.02,0.35438000000000003,46.91,0.01916495550992471,0.3606580380649975,1.0
582,2017-02-17,2017-02-24,43.5,AAL,Put,0.03,0.30384,46.91,0.01916495550992471,0.30901413301174624,1.0
583,2017-02-17,2017-02-24,44.5,AAL,Put,0.08,0.28004,46.91,0.01916495550992471,0.289361071708695,1.0
584,2017-02-17,2017-02-24,45.5,AAL,Put,0.17,0.24989,46.91,0.01916495550992471,0.25279767577718654,1.0
585,2017-02-17,2017-02-24,46.0,AAL,Put,0.27,0.2474,46.91,0.01916495550992471,0.24301735746936995,1.0
586,2017-02-17,2017-02-24,47.0,AAL,Put,0.69,0.24997,46.91,0.01916495550992471,0.2492675802859932,1.0
587,2017-02-17,2017-02-24,47.5,AAL,Put,1.01,0.24997,46.91,0.01916495550992471,0.2598644221832136,1.0
588,2017-02-17,2017-03-03,51.0,AAL,Call,0.17,0.33673000000000003,46.91,0.03832991101984942,0.34363705518235177,1.0
589,2017-02-17,2017-03-10,46.0,AAL,Call,1.72,0.27685,46.91,0.057494866529774126,0.2706764188006621,1.0
590,2017-02-17,2017-03-10,49.5,AAL,Call,0.36,0.27438,46.91,0.057494866529774126,0.27055519881847834,1.0
591,2017-02-17,2017-03-10,50.5,AAL,Call,0.23,0.28153,46.91,0.057494866529774126,0.2812660350335334,1.0
592,2017-02-17,2017-03-10,51.5,AAL,Call,0.21,0.32292,46.91,0.057494866529774126,0.3218019521920276,1.0
593,2017-02-17,2017-03-17,43.0,AAL,Call,4.1,0.26346,46.91,0.07665982203969883,0.2589424066362542,1.0
594,2017-02-17,2017-03-17,49.0,AAL,Call,0.65,0.28086,46.91,0.07665982203969883,0.2753121277351055,1.0
595,2017-02-17,2017-03-24,44.5,AAL,Call,3.01,0.26104,46.91,0.09582477754962354,0.2640314807122239,1.0
596,2017-02-17,2017-03-24,45.0,AAL,Call,2.78,0.29833000000000004,46.91,0.09582477754962354,0.28848276442541443,1.0
597,2017-02-17,2017-03-03,43.0,AAL,Put,0.13,0.34336,46.91,0.03832991101984942,0.33791237340411745,1.0
598,2017-02-17,2017-03-03,46.5,AAL,Put,0.85,0.27788,46.91,0.03832991101984942,0.28684463164678503,1.0
599,2017-02-17,2017-03-10,49.0,AAL,Put,2.88,0.35241,46.91,0.057494866529774126,0.35704845626831017,1.0
600,2017-02-17,2017-03-17,48.0,AAL,Put,2.1,0.29426,46.91,0.07665982203969883,0.28703967076174286,1.0
601,2017-02-17,2017-03-24,43.5,AAL,Put,0.52,0.30889,46.91,0.09582477754962354,0.3079082550801373,1.0
602,2017-02-17,2017-03-24,44.0,AAL,Put,0.55,0.2902,46.91,0.09582477754962354,0.28675202028443464,1.0
603,2017-02-17,2017-03-24,48.5,AAL,Put,2.58,0.27645,46.91,0.09582477754962354,0.28565583191970256,1.0
604,2017-02-17,2017-05-19,44.0,AAL,Put,1.84,0.35014,46.91,0.24914442162902126,0.34316889425319597,1.0
605,2017-02-17,2017-05-19,49.0,AAL,Put,4.15,0.32092,46.91,0.24914442162902126,0.31766883699434967,1.0
606,2017-02-17,2017-05-19,50.0,AAL,Put,4.87,0.33187,46.91,0.24914442162902126,0.32460310953889954,1.0
607,2017-02-17,2017-08-18,49.0,AAL,Put,5.4,0.33235,46.91,0.4982888432580425,0.3229091596609973,1.0
608,2017-02-17,2017-08-18,50.0,AAL,Put,6.0,0.32959,46.91,0.4982888432580425,0.3205351731747324,1.0
609,2017-02-17,2017-03-17,22.5,APEI,Put,1.1,0.7407100000000001,24.4,0.07665982203969883,0.7369137342221616,1.0
610,2017-02-17,2017-03-17,7.0,AMSC,Put,0.61,0.53225,6.62,0.07665982203969883,0.5229520847536908,1.0
611,2017-02-17,2017-03-17,85.0,AMWD,Call,0.5,0.29502,77.75,0.07665982203969883,0.30149941534517727,1.0
612,2017-02-17,2017-03-17,50.0,ABCB,Call,0.7,0.22079,48.75,0.07665982203969883,0.22337212440290266,1.0
613,2017-02-17,2017-02-24,172.5,AMGN,Call,1.8,0.14608,173.28999299999995,0.01916495550992471,0.1423130241556226,1.0
614,2017-02-17,2017-02-24,157.5,AMGN,Put,0.05,0.32262,173.28999299999995,0.01916495550992471,0.33029389710370544,1.0
615,2017-02-17,2017-02-24,167.5,AMGN,Put,0.17,0.17311,173.28999299999995,0.01916495550992471,0.1807818529502015,1.0
616,2017-02-17,2017-03-03,177.5,AMGN,Call,0.62,0.15186,173.28999299999995,0.03832991101984942,0.1512881600416132,1.0
617,2017-02-17,2017-03-03,185.0,AMGN,Call,0.12,0.2027,173.28999299999995,0.03832991101984942,0.19418577604531806,1.0
618,2017-02-17,2017-03-17,165.0,AMGN,Call,9.11,0.18275,173.28999299999995,0.07665982203969883,0.18374747160291413,1.0
619,2017-02-17,2017-03-17,170.0,AMGN,Call,5.61,0.19028,173.28999299999995,0.07665982203969883,0.19482206804746638,1.0
620,2017-02-17,2017-03-17,175.0,AMGN,Call,2.85,0.18829,173.28999299999995,0.07665982203969883,0.1878446315879393,1.0
621,2017-02-17,2017-03-17,190.0,AMGN,Call,0.13,0.18586,173.28999299999995,0.07665982203969883,0.18347304585152074,1.0
622,2017-02-17,2017-03-03,167.5,AMGN,Put,0.55,0.18711,173.28999299999995,0.03832991101984942,0.18243926300014246,1.0
623,2017-02-17,2017-03-10,160.0,AMGN,Put,0.25,0.21872,173.28999299999995,0.057494866529774126,0.2206110321334194,1.0
624,2017-02-17,2017-03-10,162.5,AMGN,Put,0.39,0.21571,173.28999299999995,0.057494866529774126,0.20869590702702967,1.0
625,2017-02-17,2017-03-10,165.0,AMGN,Put,0.65,0.1972,173.28999299999995,0.057494866529774126,0.20105697420083965,1.0
626,2017-02-17,2017-03-17,170.0,AMGN,Put,2.4,0.20924,173.28999299999995,0.07665982203969883,0.20298064112535336,1.0
627,2017-02-17,2017-03-24,160.0,AMGN,Put,0.98,0.24997,173.28999299999995,0.09582477754962354,0.24842078449126695,1.0
628,2017-02-17,2017-03-24,162.5,AMGN,Put,1.11,0.22263,173.28999299999995,0.09582477754962354,0.22498539453698177,1.0
629,2017-02-17,2017-04-21,170.0,AMGN,Call,7.46,0.18702,173.28999299999995,0.17248459958932238,0.19614093783222325,1.0
630,2017-02-17,2017-04-21,180.0,AMGN,Call,2.74,0.18003,173.28999299999995,0.17248459958932238,0.1845112430246173,1.0
631,2017-02-17,2017-04-21,190.0,AMGN,Call,0.69,0.1713,173.28999299999995,0.17248459958932238,0.17717697517056058,1.0
632,2017-02-17,2017-04-21,175.0,AMGN,Put,6.61,0.2055,173.28999299999995,0.17248459958932238,0.2010624115765035,1.0
633,2017-02-17,2017-04-21,180.0,AMGN,Put,9.4,0.18028,173.28999299999995,0.17248459958932238,0.18854721759362733,1.0
634,2017-02-17,2017-06-16,180.0,AMGN,Put,13.9,0.24997,173.28999299999995,0.3258042436687201,0.2584620932123666,1.0
635,2017-02-17,2017-07-21,160.0,AMGN,Put,4.9,0.24155,173.28999299999995,0.4216290212183436,0.23951452403247878,1.0
636,2017-02-17,2019-01-18,175.0,AMGN,Put,29.65,0.31863,173.28999299999995,1.9164955509924708,0.3119602707220927,1.0
637,2017-02-17,2017-06-16,11.0,AMKR,Call,0.59,0.40946,10.05,0.3258042436687201,0.4133142742930186,1.0
638,2017-02-17,2017-09-15,10.0,AMKR,Put,1.5,0.51176,10.05,0.5749486652977412,0.5114200289215297,1.0
639,2017-02-17,2017-03-17,27.5,AFSI,Put,0.95,0.28541,27.34,0.07665982203969883,0.2884492280914069,1.0
640,2017-02-17,2017-03-17,30.0,AFSI,Put,2.8,0.29945,27.34,0.07665982203969883,0.2956027638830681,1.0
641,2017-02-17,2017-03-17,85.0,ADI,Call,0.5,0.15031,82.480003,0.07665982203969883,0.15224649706860593,1.0
642,2017-02-17,2017-03-17,87.5,ADI,Call,0.18,0.16853,82.480003,0.07665982203969883,0.16441934035839795,1.0
643,2017-02-17,2017-03-17,75.0,ADI,Put,0.25,0.26394,82.480003,0.07665982203969883,0.26173124531990133,1.0
644,2017-02-17,2017-03-17,80.0,ADI,Put,1.05,0.23045,82.480003,0.07665982203969883,0.23048165546181312,1.0
645,2017-02-17,2017-06-16,75.0,ADI,Put,2.3,0.29832,82.480003,0.3258042436687201,0.29351069669139784,1.0
646,2017-02-17,2017-09-15,75.0,ADI,Put,3.41,0.28456,82.480003,0.5749486652977412,0.27614400059247785,1.0
647,2017-02-17,2017-09-15,77.5,ADI,Put,4.3,0.26521,82.480003,0.5749486652977412,0.27274747077288447,1.0
648,2017-02-17,2019-01-18,75.0,ADI,Call,9.2,0.08506,82.480003,1.9164955509924708,0.08712931843384321,1.0
649,2017-02-17,2017-06-16,45.0,ANIK,Put,1.85,0.33321,48.98,0.3258042436687201,0.32903562192445707,1.0
650,2017-02-17,2017-03-17,100.0,ANSS,Call,2.4,0.19875,100.269997,0.07665982203969883,0.20280881939355277,1.0
651,2017-02-17,2017-04-21,105.0,ANSS,Call,1.6,0.2003,100.269997,0.17248459958932238,0.20203122902638035,1.0
652,2017-02-17,2017-02-24,136.0,AAPL,Call,0.87,0.13276,135.720001,0.01916495550992471,0.13298945434772586,1.0
653,2017-02-17,2017-02-24,137.0,AAPL,Call,0.51,0.13192,135.720001,0.01916495550992471,0.135558499155336,1.0
654,2017-02-17,2017-02-24,138.0,AAPL,Call,0.3,0.147,135.720001,0.01916495550992471,0.14203917532647184,1.0
655,2017-02-17,2017-02-24,142.0,AAPL,Call,0.04,0.17922000000000002,135.720001,0.01916495550992471,0.1743382140872145,1.0
656,2017-02-17,2017-02-24,143.0,AAPL,Call,0.03,0.19488,135.720001,0.01916495550992471,0.18755341866433878,1.0
657,2017-02-17,2017-02-24,124.0,AAPL,Put,0.03,0.30884,135.720001,0.01916495550992471,0.302762788087127,1.0
658,2017-02-17,2017-02-24,127.0,AAPL,Put,0.04,0.24997,135.720001,0.01916495550992471,0.24311501634919852,1.0
659,2017-02-17,2017-02-24,128.0,AAPL,Put,0.04,0.21872,135.720001,0.01916495550992471,0.21870677394937937,1.0
660,2017-02-17,2017-02-24,129.0,AAPL,Put,0.06,0.20325,135.720001,0.01916495550992471,0.2085933635130513,1.0
661,2017-02-17,2017-02-24,130.0,AAPL,Put,0.06,0.19177,135.720001,0.01916495550992471,0.18240487535702538,1.0
662,2017-02-17,2017-02-24,132.0,AAPL,Put,0.14,0.15239,135.720001,0.01916495550992471,0.1578393120299828,1.0
663,2017-02-17,2017-02-24,134.0,AAPL,Put,0.43,0.13928,135.720001,0.01916495550992471,0.14541379450292446,1.0
664,2017-02-17,2017-03-03,130.0,AAPL,Call,5.95,0.17202,135.720001,0.03832991101984942,0.17081341495541588,1.0
665,2017-02-17,2017-03-03,132.0,AAPL,Call,4.15,0.15411,135.720001,0.03832991101984942,0.15691429216977207,1.0
666,2017-02-17,2017-03-03,133.0,AAPL,Call,3.35,0.156,135.720001,0.03832991101984942,0.15445390766245312,1.0
667,2017-02-17,2017-03-03,134.0,AAPL,Call,2.61,0.15533,135.720001,0.03832991101984942,0.1506625911975697,1.0
668,2017-02-17,2017-03-03,140.0,AAPL,Call,0.36,0.16326,135.720001,0.03832991101984942,0.15847801385619775,1.0
669,2017-02-17,2017-03-03,143.0,AAPL,Call,0.13,0.18024,135.720001,0.03832991101984942,0.17389355200180423,1.0
670,2017-02-17,2017-03-03,144.0,AAPL,Call,0.09,0.1829,135.720001,0.03832991101984942,0.17783565508659643,1.0
671,2017-02-17,2017-03-03,145.0,AAPL,Call,0.07,0.18436,135.720001,0.03832991101984942,0.18556845328986443,1.0
672,2017-02-17,2017-03-10,129.0,AAPL,Call,6.99,0.16662000000000002,135.720001,0.057494866529774126,0.16315552505531628,1.0
673,2017-02-17,2017-03-10,130.0,AAPL,Call,6.02,0.15467999999999998,135.720001,0.057494866529774126,0.149593621870237,1.0
674,2017-02-17,2017-03-10,131.0,AAPL,Call,5.09,0.14356,135.720001,0.057494866529774126,0.1402932825186555,1.0
675,2017-02-17,2017-03-10,133.0,AAPL,Call,3.7,0.15989,135.720001,0.057494866529774126,0.15795795542401211,1.0
676,2017-02-17,2017-03-10,134.0,AAPL,Call,2.87,0.15050999999999998,135.720001,0.057494866529774126,0.14420860322259454,1.0
677,2017-02-17,2017-03-10,137.0,AAPL,Call,1.36,0.14552,135.720001,0.057494866529774126,0.1469755352904389,1.0
678,2017-02-17,2017-03-10,140.0,AAPL,Call,0.6,0.15085,135.720001,0.057494866529774126,0.15646702642663288,1.0
679,2017-02-17,2017-03-10,142.0,AAPL,Call,0.3,0.16022,135.720001,0.057494866529774126,0.15749068153148543,1.0
680,2017-02-17,2017-03-10,144.0,AAPL,Call,0.25,0.18386,135.720001,0.057494866529774126,0.18214650023843942,1.0
681,2017-02-17,2017-03-10,145.0,AAPL,Call,0.14,0.17895999999999998,135.720001,0.057494866529774126,0.17319697893804262,1.0
682,2017-02-17,2017-03-10,146.0,AAPL,Call,0.09,0.18003,135.720001,0.057494866529774126,0.17171580701017225,1.0
683,2017-02-17,2017-03-17,145.0,AAPL,Call,0.23,0.16779000000000002,135.720001,0.07665982203969883,0.16763579440065807,1.0
684,2017-02-17,2017-03-24,129.0,AAPL,Call,7.2,0.14298,135.720001,0.09582477754962354,0.1500088536846949,1.0
685,2017-02-17,2017-03-24,133.0,AAPL,Call,4.14,0.15238,135.720001,0.09582477754962354,0.15108630906222903,1.0
686,2017-02-17,2017-03-24,138.0,AAPL,Call,1.61,0.14627,135.720001,0.09582477754962354,0.15190170030758574,1.0
687,2017-02-17,2017-03-24,140.0,AAPL,Call,1.08,0.15467999999999998,135.720001,0.09582477754962354,0.1572002210120068,1.0
688,2017-02-17,2017-03-24,145.0,AAPL,Call,0.32,0.17028,135.720001,0.09582477754962354,0.16283515395960932,1.0
689,2017-02-17,2017-03-03,124.0,AAPL,Put,0.08,0.24997,135.720001,0.03832991101984942,0.24999814215360555,1.0
690,2017-02-17,2017-03-03,126.0,AAPL,Put,0.1,0.21872,135.720001,0.03832991101984942,0.22183960670415967,1.0
691,2017-02-17,2017-03-03,129.0,AAPL,Put,0.2,0.18299,135.720001,0.03832991101984942,0.19182311599590296,1.0
692,2017-02-17,2017-03-03,130.0,AAPL,Put,0.26,0.18941,135.720001,0.03832991101984942,0.1823951423181184,1.0
693,2017-02-17,2017-03-03,134.0,AAPL,Put,0.96,0.15545,135.720001,0.03832991101984942,0.16060732735559463,1.0
694,2017-02-17,2017-03-10,124.0,AAPL,Put,0.13,0.21872,135.720001,0.057494866529774126,0.2234880363186677,1.0
695,2017-02-17,2017-03-10,125.0,AAPL,Put,0.14,0.21659,135.720001,0.057494866529774126,0.21041163344027297,1.0
696,2017-02-17,2017-03-10,132.0,AAPL,Put,0.77,0.16095,135.720001,0.057494866529774126,0.16759853576587405,1.0
