,currentDate,ExpDate,StrikePrice,Ticker,Type,Last,IV,StockPrice,T,bisection,bisection_steps
467,2017-02-17,2017-02-24,862.5,AMZN,Call,1.05,0.12802,845.070007,0.01916495550992471,0.1321821986584851,45.0
468,2017-02-17,2017-02-24,867.5,AMZN,Call,0.67,0.14627,845.070007,0.01916495550992471,0.13928872275197363,42.0
469,2017-02-17,2017-02-24,870.0,AMZN,Call,0.46,0.14315,845.070007,0.01916495550992471,0.1378713796022225,42.0
470,2017-02-17,2017-02-24,872.5,AMZN,Call,0.42,0.15312,845.070007,0.01916495550992471,0.1454832562196458,44.0
471,2017-02-17,2017-02-24,875.0,AMZN,Call,0.35,0.14749,845.070007,0.01916495550992471,0.1500046968622712,43.0
472,2017-02-17,2017-02-24,880.0,AMZN,Call,0.25,0.15888,845.070007,0.01916495550992471,0.15927759029073058,36.0
473,2017-02-17,2017-02-24,882.5,AMZN,Call,0.22,0.17392,845.070007,0.01916495550992471,0.16475348173502197,42.0
474,2017-02-17,2017-02-24,885.0,AMZN,Call,0.27,0.17393,845.070007,0.01916495550992471,0.1798008202328503,43.0
475,2017-02-17,2017-02-24,887.5,AMZN,Call,0.25,0.1794,845.070007,0.01916495550992471,0.18634863730539453,43.0
476,2017-02-17,2017-02-24,900.0,AMZN,Call,0.13,0.21315,845.070007,0.01916495550992471,0.20833220285296647,41.0
477,2017-02-17,2017-02-24,905.0,AMZN,Call,0.22,0.24997,845.070007,0.01916495550992471,0.24167736678788282,42.0
478,2017-02-17,2017-02-24,767.5,AMZN,Put,0.15,0.31243000000000004,845.070007,0.01916495550992471,0.3105193200466146,40.0
479,2017-02-17,2017-02-24,777.5,AMZN,Put,0.2,0.29212,845.070007,0.01916495550992471,0.28528756034766045,39.0
480,2017-02-17,2017-02-24,782.5,AMZN,Put,0.14,0.24998,845.070007,0.01916495550992471,0.25311519835013313,36.0
481,2017-02-17,2017-02-24,790.0,AMZN,Put,0.14,0.21872,845.070007,0.01916495550992471,0.22574944945648662,42.0
482,2017-02-17,2017-02-24,792.5,AMZN,Put,0.36,0.24997,845.070007,0.01916495550992471,0.2514295697797877,43.0
483,2017-02-17,2017-02-24,795.0,AMZN,Put,0.15,0.20787,845.070007,0.01916495550992471,0.20952617815781877,42.0
484,2017-02-17,2017-02-24,797.5,AMZN,Put,0.21,0.20543000000000006,845.070007,0.01916495550992471,0.21085299725084494,41.0
485,2017-02-17,2017-02-24,800.0,AMZN,Put,0.23,0.19722,845.070007,0.01916495550992471,0.2041890199738532,42.0
486,2017-02-17,2017-02-24,802.5,AMZN,Put,0.21,0.18565,845.070007,0.01916495550992471,0.19151978076084786,42.0
487,2017-02-17,2017-02-24,807.5,AMZN,Put,0.28,0.17097,845.070007,0.01916495550992471,0.1807916419608602,43.0
488,2017-02-17,2017-02-24,810.0,AMZN,Put,0.3,0.18181,845.070007,0.01916495550992471,0.17278175200393087,43.0
489,2017-02-17,2017-02-24,815.0,AMZN,Put,0.47,0.17518,845.070007,0.01916495550992471,0.16647741535177826,41.0
490,2017-02-17,2017-02-24,822.5,AMZN,Put,0.9,0.16354000000000002,845.070007,0.01916495550992471,0.15620413521747595,44.0
491,2017-02-17,2017-02-24,825.0,AMZN,Put,1.07,0.15533,845.070007,0.01916495550992471,0.1508186647250738,43.0
492,2017-02-17,2017-02-24,832.5,AMZN,Put,2.15,0.14372,845.070007,0.01916495550992471,0.14347403723666755,45.0
493,2017-02-17,2017-02-24,835.0,AMZN,Put,2.7,0.13173,845.070007,0.01916495550992471,0.14149939527550828,43.0
494,2017-02-17,2017-02-24,837.5,AMZN,Put,3.42,0.15024,845.070007,0.01916495550992471,0.1409024134920856,40.0
495,2017-02-17,2017-02-24,845.0,AMZN,Put,6.51,0.13681,845.070007,0.01916495550992471,0.14111033006467727,44.0
496,2017-02-17,2017-02-24,847.5,AMZN,Put,8.01,0.15352000000000002,845.070007,0.01916495550992471,0.1448746478451667,45.0
497,2017-02-17,2017-02-24,850.0,AMZN,Put,9.21,0.14817,845.070007,0.01916495550992471,0.13887444016543074,45.0
498,2017-02-17,2017-02-24,857.5,AMZN,Put,13.56,0.12046,845.070007,0.01916495550992471,0.11103671480308178,45.0
499,2017-02-17,2017-03-03,820.0,AMZN,Call,27.45,0.15225,845.070007,0.03832991101984942,0.15784641082718454,44.0
500,2017-02-17,2017-03-03,850.0,AMZN,Call,7.5,0.15382,845.070007,0.03832991101984942,0.14651715900092907,45.0
501,2017-02-17,2017-03-03,852.5,AMZN,Call,7.3,0.15739,845.070007,0.03832991101984942,0.1589656761259874,44.0
502,2017-02-17,2017-03-03,855.0,AMZN,Call,5.55,0.13591,845.070007,0.03832991101984942,0.1454848450937717,45.0
503,2017-02-17,2017-03-03,860.0,AMZN,Call,4.08,0.13919,845.070007,0.03832991101984942,0.14618472487987688,46.0
504,2017-02-17,2017-03-03,862.5,AMZN,Call,4.02,0.15428,845.070007,0.03832991101984942,0.15694370889790504,46.0
505,2017-02-17,2017-03-03,865.0,AMZN,Call,3.1,0.14542,845.070007,0.03832991101984942,0.15028051288465755,44.0
506,2017-02-17,2017-03-03,872.5,AMZN,Call,1.76,0.15239,845.070007,0.03832991101984942,0.14905010675248034,43.0
507,2017-02-17,2017-03-03,900.0,AMZN,Call,0.32,0.16202,845.070007,0.03832991101984942,0.16891511191638525,40.0
508,2017-02-17,2017-03-10,810.0,AMZN,Call,37.6,0.16261,845.070007,0.057494866529774126,0.16397643759851666,45.0
509,2017-02-17,2017-03-10,817.5,AMZN,Call,30.0,0.13099,845.070007,0.057494866529774126,0.1369891084846877,46.0
510,2017-02-17,2017-03-10,822.5,AMZN,Call,26.1,0.13885,845.070007,0.057494866529774126,0.14031476479889948,46.0
511,2017-02-17,2017-03-10,840.0,AMZN,Call,15.32,0.16275,845.070007,0.057494866529774126,0.1549389930279766,46.0
512,2017-02-17,2017-03-10,852.5,AMZN,Call,10.55,0.16577,845.070007,0.057494866529774126,0.17057852919415872,46.0
513,2017-02-17,2017-03-10,860.0,AMZN,Call,6.72,0.14627,845.070007,0.057494866529774126,0.15622735571704494,46.0
514,2017-02-17,2017-03-10,865.0,AMZN,Call,5.1,0.15216,845.070007,0.057494866529774126,0.15364917971264588,45.0
515,2017-02-17,2017-03-10,870.0,AMZN,Call,3.8,0.15682,845.070007,0.057494866529774126,0.15160725882752357,45.0
516,2017-02-17,2017-03-10,900.0,AMZN,Call,0.91,0.16124000000000002,845.070007,0.057494866529774126,0.16822321047691266,41.0
517,2017-02-17,2017-03-17,835.0,AMZN,Call,21.26,0.15897999999999998,845.070007,0.07665982203969883,0.1672534947921469,46.0
518,2017-02-17,2017-03-17,840.0,AMZN,Call,18.1,0.15691,845.070007,0.07665982203969883,0.16393965527952264,46.0
519,2017-02-17,2017-03-17,845.0,AMZN,Call,15.4,0.16399,845.070007,0.07665982203969883,0.16291454856818743,38.0
520,2017-02-17,2017-03-17,860.0,AMZN,Call,8.85,0.15924000000000002,845.070007,0.07665982203969883,0.15971771078075536,45.0
521,2017-02-17,2017-03-17,865.0,AMZN,Call,7.21,0.16716,845.070007,0.07665982203969883,0.15907306394002846,46.0
522,2017-02-17,2017-03-17,875.0,AMZN,Call,4.91,0.16716,845.070007,0.07665982203969883,0.16204187346207916,46.0
523,2017-02-17,2017-03-17,880.0,AMZN,Call,3.9,0.16716,845.070007,0.07665982203969883,0.16163860610876596,46.0
524,2017-02-17,2017-03-17,885.0,AMZN,Call,3.18,0.16856,845.070007,0.07665982203969883,0.1633178976230248,46.0
525,2017-02-17,2017-03-17,910.0,AMZN,Call,1.17,0.1759,845.070007,0.07665982203969883,0.17435870233432096,45.0
526,2017-02-17,2017-03-17,915.0,AMZN,Call,1.01,0.18474,845.070007,0.07665982203969883,0.17859463018041022,44.0
527,2017-02-17,2017-03-17,925.0,AMZN,Call,0.7,0.18967,845.070007,0.07665982203969883,0.18404559280916144,38.0
528,2017-02-17,2017-03-24,800.0,AMZN,Call,49.1,0.1753,845.070007,0.09582477754962354,0.17633153107404664,44.0
529,2017-02-17,2017-03-24,840.0,AMZN,Call,20.73,0.1659,845.070007,0.09582477754962354,0.17171739202957137,46.0
530,2017-02-17,2017-03-24,842.5,AMZN,Call,19.58,0.16589,845.070007,0.09582477754962354,0.17332259858162258,46.0
531,2017-02-17,2017-03-24,852.5,AMZN,Call,15.07,0.17752,845.070007,0.09582477754962354,0.17529381288707452,46.0
532,2017-02-17,2017-03-24,855.0,AMZN,Call,12.65,0.16716,845.070007,0.09582477754962354,0.1618807810819397,46.0
533,2017-02-17,2017-03-24,860.0,AMZN,Call,10.96,0.1592,845.070007,0.09582477754962354,0.16396162477903503,46.0
534,2017-02-17,2017-03-24,870.0,AMZN,Call,8.0,0.16716,845.070007,0.09582477754962354,0.1663453505765375,44.0
535,2017-02-17,2017-03-24,890.0,AMZN,Call,4.06,0.17874,845.070007,0.09582477754962354,0.1711529735526035,46.0
536,2017-02-17,2017-03-24,920.0,AMZN,Call,1.41,0.18527,845.070007,0.09582477754962354,0.18065760804431075,43.0
537,2017-02-17,2017-03-03,762.5,AMZN,Put,0.26,0.24997,845.070007,0.03832991101984942,0.25132035598882113,42.0
538,2017-02-17,2017-03-03,765.0,AMZN,Put,0.27,0.24997,845.070007,0.03832991101984942,0.24582181283861357,43.0
539,2017-02-17,2017-03-03,767.5,AMZN,Put,0.5,0.25553000000000003,845.070007,0.03832991101984942,0.26385867246837613,43.0
540,2017-02-17,2017-03-03,775.0,AMZN,Put,0.32,0.21872,845.070007,0.03832991101984942,0.22406502482780294,42.0
541,2017-02-17,2017-03-03,777.5,AMZN,Put,0.75,0.24997,845.070007,0.03832991101984942,0.25241897797323243,44.0
542,2017-02-17,2017-03-03,795.0,AMZN,Put,0.78,0.20828,845.070007,0.03832991101984942,0.19838887762069246,43.0
543,2017-02-17,2017-03-03,800.0,AMZN,Put,0.93,0.18166,845.070007,0.03832991101984942,0.1894916931376599,43.0
544,2017-02-17,2017-03-03,810.0,AMZN,Put,1.62,0.17912,845.070007,0.03832991101984942,0.18038006367063983,43.0
545,2017-02-17,2017-03-03,812.5,AMZN,Put,1.74,0.1745,845.070007,0.03832991101984942,0.17460853028684506,45.0
546,2017-02-17,2017-03-03,820.0,AMZN,Put,2.63,0.16119,845.070007,0.03832991101984942,0.1676942438886982,44.0
547,2017-02-17,2017-03-03,825.0,AMZN,Put,3.47,0.16094,845.070007,0.03832991101984942,0.1636283634218763,46.0
548,2017-02-17,2017-03-03,827.5,AMZN,Put,4.2,0.15707000000000002,845.070007,0.03832991101984942,0.16590044401502124,45.0
549,2017-02-17,2017-03-03,835.0,AMZN,Put,6.17,0.15496,845.070007,0.03832991101984942,0.16008595611157686,45.0
550,2017-02-17,2017-03-03,837.5,AMZN,Put,6.92,0.16432,845.070007,0.03832991101984942,0.15720407571020167,45.0
551,2017-02-17,2017-03-03,842.5,AMZN,Put,9.25,0.15533,845.070007,0.03832991101984942,0.16024868766268696,43.0
552,2017-02-17,2017-03-03,850.0,AMZN,Put,12.1,0.13597,845.070007,0.03832991101984942,0.1439423557956196,46.0
553,2017-02-17,2017-03-03,852.5,AMZN,Put,13.64,0.1471,845.070007,0.03832991101984942,0.14439046099666367,43.0
554,2017-02-17,2017-03-10,787.5,AMZN,Put,1.22,0.20199,845.070007,0.057494866529774126,0.20049979566295228,44.0
555,2017-02-17,2017-03-10,797.5,AMZN,Put,1.67,0.18968,845.070007,0.057494866529774126,0.18668639783147967,44.0
556,2017-02-17,2017-03-10,800.0,AMZN,Put,1.84,0.1912,845.070007,0.057494866529774126,0.18402034217215116,45.0
557,2017-02-17,2017-03-10,802.5,AMZN,Put,2.05,0.17579,845.070007,0.057494866529774126,0.18191944170412738,43.0
558,2017-02-17,2017-03-10,805.0,AMZN,Put,2.32,0.17386,845.070007,0.057494866529774126,0.1807031211372859,45.0
559,2017-02-17,2017-03-10,807.5,AMZN,Put,2.48,0.16907,845.070007,0.057494866529774126,0.17631660649329736,45.0
560,2017-02-17,2017-03-10,812.5,AMZN,Put,3.21,0.18394,845.070007,0.057494866529774126,0.17477635701923616,45.0
561,2017-02-17,2017-03-10,815.0,AMZN,Put,3.46,0.16818,845.070007,0.057494866529774126,0.17070963099523195,45.0
562,2017-02-17,2017-03-10,820.0,AMZN,Put,4.4,0.16095,845.070007,0.057494866529774126,0.1686413902922566,44.0
563,2017-02-17,2017-03-10,830.0,AMZN,Put,6.82,0.16891,845.070007,0.057494866529774126,0.16321286104882943,45.0
564,2017-02-17,2017-03-10,847.5,AMZN,Put,13.75,0.15749000000000002,845.070007,0.057494866529774126,0.15600419556992762,45.0
565,2017-02-17,2017-03-10,850.0,AMZN,Put,16.0,0.16622,845.070007,0.057494866529774126,0.16689796038197494,45.0
566,2017-02-17,2017-03-17,780.0,AMZN,Put,1.4,0.1968,845.070007,0.07665982203969883,0.19799656775037133,44.0
567,2017-02-17,2017-03-17,785.0,AMZN,Put,1.73,0.19391,845.070007,0.07665982203969883,0.195549190518598,45.0
568,2017-02-17,2017-03-17,790.0,AMZN,Put,2.0,0.19567,845.070007,0.07665982203969883,0.18986049132469135,42.0
569,2017-02-17,2017-03-17,795.0,AMZN,Put,2.48,0.18968,845.070007,0.07665982203969883,0.18780777450584762,42.0
570,2017-02-17,2017-03-17,805.0,AMZN,Put,3.59,0.18266,845.070007,0.07665982203969883,0.18089335608032256,45.0
571,2017-02-17,2017-03-17,820.0,AMZN,Put,6.3,0.18131,845.070007,0.07665982203969883,0.17259064205675467,46.0
572,2017-02-17,2017-03-17,825.0,AMZN,Put,7.52,0.16314,845.070007,0.07665982203969883,0.16968262133771217,45.0
573,2017-02-17,2017-03-17,830.0,AMZN,Put,9.19,0.16677,845.070007,0.07665982203969883,0.16974779923556793,46.0
574,2017-02-17,2017-03-17,845.0,AMZN,Put,15.25,0.16197,845.070007,0.07665982203969883,0.16552816313511087,46.0
575,2017-02-17,2017-03-24,785.0,AMZN,Put,2.47,0.20121,845.070007,0.09582477754962354,0.19234082047293838,44.0
576,2017-02-17,2017-03-24,787.5,AMZN,Put,3.15,0.19432,845.070007,0.09582477754962354,0.1999721370559655,40.0
577,2017-02-17,2017-03-24,790.0,AMZN,Put,2.95,0.18078,845.070007,0.09582477754962354,0.18981224383459222,42.0
578,2017-02-17,2017-03-24,805.0,AMZN,Put,5.05,0.18586,845.070007,0.09582477754962354,0.18385660839480739,46.0
579,2017-02-17,2017-03-24,812.5,AMZN,Put,7.65,0.18589,845.070007,0.09582477754962354,0.19498003827950827,46.0
580,2017-02-17,2017-03-24,820.0,AMZN,Put,8.03,0.18078,845.070007,0.09582477754962354,0.1747935292819477,43.0
581,2017-02-17,2017-03-24,830.0,AMZN,Put,11.0,0.16473,845.070007,0.09582477754962354,0.17087415724511024,45.0
582,2017-02-17,2017-03-24,862.5,AMZN,Put,30.69,0.19726,845.070007,0.09582477754962354,0.20019246672640278,46.0
583,2017-02-17,2017-04-21,825.0,AMZN,Call,37.85,0.18346,845.070007,0.17248459958932238,0.18919405854429178,46.0
584,2017-02-17,2017-04-21,830.0,AMZN,Call,34.1,0.17598,845.070007,0.17248459958932238,0.18339479604706416,47.0
585,2017-02-17,2017-04-21,850.0,AMZN,Call,23.35,0.18359,845.070007,0.17248459958932238,0.180954537087819,46.0
586,2017-02-17,2017-04-21,855.0,AMZN,Call,21.36,0.1774,845.070007,0.17248459958932238,0.1825687025256975,46.0
587,2017-02-17,2017-04-21,870.0,AMZN,Call,15.04,0.17448,845.070007,0.17248459958932238,0.17829557806982876,45.0
588,2017-02-17,2017-04-21,880.0,AMZN,Call,12.3,0.18997,845.070007,0.17248459958932238,0.18120723413432033,46.0
589,2017-02-17,2017-04-21,885.0,AMZN,Call,10.5,0.17381,845.070007,0.17248459958932238,0.1775668975783919,47.0
590,2017-02-17,2017-04-21,895.0,AMZN,Call,8.69,0.18311,845.070007,0.17248459958932238,0.1824188917487507,47.0
591,2017-02-17,2017-04-21,910.0,AMZN,Call,5.53,0.17973,845.070007,0.17248459958932238,0.17829879777189106,46.0
592,2017-02-17,2017-04-21,920.0,AMZN,Call,4.3,0.18394,845.070007,0.17248459958932238,0.17998481786647028,45.0
593,2017-02-17,2017-04-21,765.0,AMZN,Put,4.03,0.21228,845.070007,0.17248459958932238,0.20541938991580294,46.0
594,2017-02-17,2017-04-21,775.0,AMZN,Put,5.18,0.20537,845.070007,0.17248459958932238,0.20157621546325832,45.0
595,2017-02-17,2017-04-21,785.0,AMZN,Put,6.65,0.2001,845.070007,0.17248459958932238,0.19819819985109677,46.0
596,2017-02-17,2017-04-21,795.0,AMZN,Put,8.45,0.191,845.070007,0.17248459958932238,0.19471904655458372,46.0
597,2017-02-17,2017-04-21,825.0,AMZN,Put,16.45,0.18655,845.070007,0.17248459958932238,0.18447921212051205,47.0
598,2017-02-17,2017-04-21,855.0,AMZN,Put,28.91,0.16915,845.070007,0.17248459958932238,0.17076240627397538,45.0
599,2017-02-17,2017-04-21,860.0,AMZN,Put,32.14,0.17597000000000002,845.070007,0.17248459958932238,0.17279810628936862,47.0
600,2017-02-17,2017-06-16,880.0,AMZN,Call,31.11,0.23792,845.070007,0.3258042436687201,0.2342358119773117,46.0
601,2017-02-17,2017-06-16,890.0,AMZN,Call,28.17,0.24506,845.070007,0.3258042436687201,0.23696311247131646,48.0
602,2017-02-17,2017-06-16,900.0,AMZN,Call,23.6,0.22961,845.070007,0.3258042436687201,0.22899479539522252,47.0
603,2017-02-17,2017-06-16,770.0,AMZN,Put,16.7,0.2485,845.070007,0.3258042436687201,0.2448504877805675,44.0
604,2017-02-17,2017-06-16,780.0,AMZN,Put,19.39,0.24799,845.070007,0.3258042436687201,0.24369392838656695,45.0
605,2017-02-17,2017-06-16,810.0,AMZN,Put,28.41,0.22663000000000005,845.070007,0.3258042436687201,0.2351904233381095,47.0
606,2017-02-17,2017-06-16,850.0,AMZN,Put,46.29,0.22312,845.070007,0.3258042436687201,0.23090195748196046,47.0
607,2017-02-17,2017-06-16,860.0,AMZN,Put,50.95,0.22428,845.070007,0.3258042436687201,0.22623900315095355,47.0
608,2017-02-17,2017-06-16,870.0,AMZN,Put,58.3,0.22873,845.070007,0.3258042436687201,0.233804722648501,46.0
609,2017-02-17,2017-07-21,920.0,AMZN,Call,21.35,0.22211,845.070007,0.4216290212183436,0.21716429471468718,46.0
610,2017-02-17,2017-07-21,765.0,AMZN,Put,26.9,0.28025,845.070007,0.4216290212183436,0.28364360991119075,45.0
611,2017-02-17,2017-07-21,770.0,AMZN,Put,20.95,0.24997,845.070007,0.4216290212183436,0.24093427412914742,46.0
612,2017-02-17,2017-07-21,775.0,AMZN,Put,22.25,0.24661,845.070007,0.4216290212183436,0.23967675110533332,46.0
613,2017-02-17,2017-07-21,785.0,AMZN,Put,26.74,0.24223000000000006,845.070007,0.4216290212183436,0.24627528068928017,46.0
614,2017-02-17,2017-07-21,805.0,AMZN,Put,32.3,0.22859,845.070007,0.4216290212183436,0.23661039622702662,46.0
615,2017-02-17,2017-07-21,820.0,AMZN,Put,37.0,0.22263,845.070007,0.4216290212183436,0.22879689006074064,47.0
616,2017-02-17,2017-07-21,825.0,AMZN,Put,39.3,0.22263,845.070007,0.4216290212183436,0.2290219798410387,47.0
617,2017-02-17,2017-07-21,830.0,AMZN,Put,40.9,0.22312,845.070007,0.4216290212183436,0.22559677477214202,46.0
618,2017-02-17,2017-07-21,835.0,AMZN,Put,43.15,0.22904,845.070007,0.4216290212183436,0.22486339423787455,44.0
619,2017-02-17,2017-07-21,850.0,AMZN,Put,51.24,0.22904,845.070007,0.4216290212183436,0.22660747503887993,47.0
620,2017-02-17,2017-12-15,910.0,AMZN,Call,54.5,0.24997,845.070007,0.8240930869267625,0.25756956868106473,45.0
621,2017-02-17,2017-12-15,920.0,AMZN,Call,52.9,0.25388,845.070007,0.8240930869267625,0.2632276298272963,48.0
622,2017-02-17,2017-12-15,790.0,AMZN,Put,51.32,0.26577,845.070007,0.8240930869267625,0.2612749772742757,48.0
623,2017-02-17,2017-12-15,795.0,AMZN,Put,54.35,0.25783,845.070007,0.8240930869267625,0.2643648660746501,48.0
624,2017-02-17,2017-12-15,800.0,AMZN,Put,55.31,0.26678,845.070007,0.8240930869267625,0.2599782108198265,48.0
625,2017-02-17,2017-12-15,805.0,AMZN,Put,58.6,0.27267,845.070007,0.8240930869267625,0.2635621934658013,48.0
626,2017-02-17,2017-12-15,815.0,AMZN,Put,62.62,0.25578,845.070007,0.8240930869267625,0.26130486891813465,46.0
627,2017-02-17,2017-12-15,845.0,AMZN,Put,75.88,0.25621,845.070007,0.8240930869267625,0.2547833827486854,45.0
628,2017-02-17,2018-01-19,910.0,AMZN,Call,58.19,0.24997,845.070007,0.919917864476386,0.2549031291335417,46.0
629,2017-02-17,2018-01-19,820.0,AMZN,Put,68.0,0.25994,845.070007,0.919917864476386,0.25743617181439715,47.0
630,2017-02-17,2018-01-19,890.0,AMZN,Put,105.4,0.26131,845.070007,0.919917864476386,0.2524683037130254,47.0
631,2017-02-17,2018-01-19,910.0,AMZN,Put,141.3,0.32234,845.070007,0.919917864476386,0.3245025676720996,47.0
632,2017-02-17,2018-06-15,820.0,AMZN,Call,109.21,0.23577,845.070007,1.322381930184805,0.24560596806258594,47.0
633,2017-02-17,2017-05-19,22.5,AMBC,Call,1.9,0.41483,22.5,0.24914442162902126,0.42197552671343597,41.0
634,2017-02-17,2017-05-19,22.5,AMBC,Put,1.85,0.42163,22.5,0.24914442162902126,0.4170376536343156,40.0
635,2017-02-17,2017-02-24,56.5,AMBA,Call,0.42,0.26367,55.470001,0.01916495550992471,0.26979777902413393,41.0
636,2017-02-17,2017-02-24,54.0,AMBA,Put,0.4,0.31912,55.470001,0.01916495550992471,0.3186869849608684,40.0
637,2017-02-17,2017-02-24,56.0,AMBA,Put,1.43,0.37011,55.470001,0.01916495550992471,0.3732286274995657,40.0
638,2017-02-17,2017-03-03,53.0,AMBA,Call,3.53,0.49297,55.470001,0.03832991101984942,0.4857612662810538,42.0
639,2017-02-17,2017-03-03,57.0,AMBA,Call,1.55,0.50617,55.470001,0.03832991101984942,0.5074581834167133,42.0
640,2017-02-17,2017-03-03,57.5,AMBA,Call,1.4,0.51389,55.470001,0.03832991101984942,0.5143903586595229,42.0
641,2017-02-17,2017-03-03,59.0,AMBA,Call,0.85,0.48182,55.470001,0.03832991101984942,0.48594429766619673,41.0
642,2017-02-17,2017-03-03,61.0,AMBA,Call,0.53,0.50852,55.470001,0.03832991101984942,0.5094962319699105,41.0
643,2017-02-17,2017-03-10,53.0,AMBA,Call,3.63,0.40866,55.470001,0.057494866529774126,0.41744967842519143,40.0
644,2017-02-17,2017-03-10,56.0,AMBA,Call,2.1,0.4487100000000001,55.470001,0.057494866529774126,0.4406709971385226,40.0
645,2017-02-17,2017-03-10,58.0,AMBA,Call,1.4,0.45036,55.470001,0.057494866529774126,0.4526552252373108,42.0
646,2017-02-17,2017-03-10,58.5,AMBA,Call,1.3,0.4587,55.470001,0.057494866529774126,0.46377455850383725,40.0
647,2017-02-17,2017-03-10,59.5,AMBA,Call,1.04,0.4678100000000001,55.470001,0.057494866529774126,0.46639369603753955,39.0
648,2017-02-17,2017-03-24,52.5,AMBA,Call,4.64,0.43028,55.470001,0.09582477754962354,0.43547745955285094,42.0
649,2017-02-17,2017-03-03,51.0,AMBA,Put,0.74,0.56037,55.470001,0.03832991101984942,0.559813707727517,37.0
650,2017-02-17,2017-03-03,51.5,AMBA,Put,0.8,0.5380699999999999,55.470001,0.03832991101984942,0.539730435183128,40.0
651,2017-02-17,2017-03-03,52.0,AMBA,Put,1.05,0.57129,55.470001,0.03832991101984942,0.5721887050819077,40.0
652,2017-02-17,2017-03-10,51.0,AMBA,Put,1.05,0.53072,55.470001,0.057494866529774126,0.5359251911366301,36.0
653,2017-02-17,2017-03-10,53.0,AMBA,Put,1.7,0.52878,55.470001,0.057494866529774126,0.5338455241039697,42.0
654,2017-02-17,2017-03-10,53.5,AMBA,Put,1.68,0.49055,55.470001,0.057494866529774126,0.4897962395490593,40.0
655,2017-02-17,2017-03-24,54.0,AMBA,Put,2.37,0.45791,55.470001,0.09582477754962354,0.45319217200027423,42.0
656,2017-02-17,2017-03-24,55.0,AMBA,Put,2.85,0.46087,55.470001,0.09582477754962354,0.4537496698855874,41.0
657,2017-02-17,2018-01-19,55.0,AMBA,Put,9.4,0.47215,55.470001,0.919917864476386,0.46658010705691594,40.0
658,2017-02-17,2017-03-17,48.0,AMED,Call,1.93,0.35853,47.939999,0.07665982203969883,0.36838807019449854,42.0
659,2017-02-17,2017-03-17,48.0,AMED,Put,2.28,0.42992,47.939999,0.07665982203969883,0.42669198926399754,42.0
660,2017-02-17,2017-02-24,47.0,AAL,Call,0.54,0.21867,46.91,0.01916495550992471,0.22435096913816324,41.0
661,2017-02-17,2017-02-24,47.5,AAL,Call,0.34,0.21872,46.91,0.01916495550992471,0.22512304154704446,41.0
662,2017-02-17,2017-02-24,48.0,AAL,Call,0.2,0.21872,46.91,0.01916495550992471,0.22542949597109332,39.0
663,2017-02-17,2017-02-24,50.0,AAL,Call,0.04,0.28587,46.91,0.01916495550992471,0.2809108876759637,38.0
664,2017-02-17,2017-02-24,42.5,AAL,Put,0.02,0.35438000000000003,46.91,0.01916495550992471,0.3606580379124352,37.0
665,2017-02-17,2017-02-24,43.5,AAL,Put,0.03,0.30384,46.91,0.01916495550992471,0.30901413301307906,38.0
666,2017-02-17,2017-02-24,44.5,AAL,Put,0.08,0.28004,46.91,0.01916495550992471,0.2893610717085267,40.0
667,2017-02-17,2017-02-24,45.5,AAL,Put,0.17,0.24989,46.91,0.01916495550992471,0.2527976757771967,41.0
668,2017-02-17,2017-02-24,46.0,AAL,Put,0.27,0.2474,46.91,0.01916495550992471,0.24301735746892064,41.0
669,2017-02-17,2017-02-24,47.0,AAL,Put,0.69,0.24997,46.91,0.01916495550992471,0.24926758028575477,41.0
670,2017-02-17,2017-02-24,47.5,AAL,Put,1.01,0.24997,46.91,0.01916495550992471,0.25986442218350037,40.0
671,2017-02-17,2017-03-03,51.0,AAL,Call,0.17,0.33673000000000003,46.91,0.03832991101984942,0.34363705518239834,40.0
672,2017-02-17,2017-03-10,46.0,AAL,Call,1.72,0.27685,46.91,0.057494866529774126,0.2706764188008946,40.0
673,2017-02-17,2017-03-10,49.5,AAL,Call,0.36,0.27438,46.91,0.057494866529774126,0.27055519881839696,41.0
674,2017-02-17,2017-03-10,50.5,AAL,Call,0.23,0.28153,46.91,0.057494866529774126,0.281266035003523,41.0
675,2017-02-17,2017-03-10,51.5,AAL,Call,0.21,0.32292,46.91,0.057494866529774126,0.32180195219177676,41.0
676,2017-02-17,2017-03-17,43.0,AAL,Call,4.1,0.26346,46.91,0.07665982203969883,0.25894240663635626,41.0
677,2017-02-17,2017-03-17,49.0,AAL,Call,0.65,0.28086,46.91,0.07665982203969883,0.275312127734469,38.0
678,2017-02-17,2017-03-24,44.5,AAL,Call,3.01,0.26104,46.91,0.09582477754962354,0.26403148071231053,39.0
679,2017-02-17,2017-03-24,45.0,AAL,Call,2.78,0.29833000000000004,46.91,0.09582477754962354,0.2884827644254527,40.0
680,2017-02-17,2017-03-03,43.0,AAL,Put,0.13,0.34336,46.91,0.03832991101984942,0.337912373403924,38.0
681,2017-02-17,2017-03-03,46.5,AAL,Put,0.85,0.27788,46.91,0.03832991101984942,0.2868446316466816,40.0
682,2017-02-17,2017-03-10,49.0,AAL,Put,2.88,0.35241,46.91,0.057494866529774126,0.3570484562680347,41.0
683,2017-02-17,2017-03-17,48.0,AAL,Put,2.1,0.29426,46.91,0.07665982203969883,0.28703967076188525,42.0
