,currentDate,ExpDate,StrikePrice,Ticker,Type,Last,IV,StockPrice,T,ImpliedVolatility,Difference
5967,2017-02-17,2017-06-16,75.0,BLKB,Call,4.1,0.24966,73.43,0.3258042436687201,0.2839397553923712,-0.034279755392371214
5968,2017-02-17,2017-06-16,70.0,BLKB,Put,4.2,0.35023000000000004,73.43,0.3258042436687201,0.35616315625758393,-0.005933156257583894
5971,2017-02-17,2017-02-24,7.5,BBRY,Call,0.1,0.21663000000000002,7.49,0.019164955509924708,0.25265960649754404,-0.036029606497544026
5972,2017-02-17,2017-02-24,8.0,BBRY,Call,0.02,0.36429,7.49,0.019164955509924708,0.3770248178551319,-0.012734817855131919
5973,2017-02-17,2017-02-24,7.0,BBRY,Put,0.01,0.36236,7.49,0.019164955509924708,0.3294594925767537,0.032900507423246295
5974,2017-02-17,2017-02-24,7.5,BBRY,Put,0.12,0.23638,7.49,0.019164955509924708,0.27857428254844907,-0.042194282548449064
5976,2017-02-17,2017-03-03,7.0,BBRY,Call,0.51,0.30999,7.49,0.038329911019849415,0.2724841488715323,0.037505851128467715
5977,2017-02-17,2017-03-03,7.5,BBRY,Call,0.14,0.27862,7.49,0.038329911019849415,0.2464459757734096,0.03217402422659038
5978,2017-02-17,2017-03-10,7.0,BBRY,Call,0.51,0.24514,7.49,0.057494866529774126,0.22052026606675632,0.02461973393324368
5979,2017-02-17,2017-03-10,7.5,BBRY,Call,0.15,0.23864000000000002,7.49,0.057494866529774126,0.2146967590548648,0.023943240945135225
5980,2017-02-17,2017-03-17,7.0,BBRY,Call,0.55,0.27446,7.49,0.07665982203969883,0.2774799731895952,-0.0030199731895952375
5981,2017-02-17,2017-03-17,8.0,BBRY,Call,0.08,0.25743,7.49,0.07665982203969883,0.3018776176514512,-0.04444761765145122
5983,2017-02-17,2017-03-24,7.5,BBRY,Call,0.23,0.24975999999999998,7.49,0.09582477754962354,0.25205948364522546,-0.002299483645225475
5984,2017-02-17,2017-03-24,8.0,BBRY,Call,0.08,0.26347,7.49,0.09582477754962354,0.269784347242889,-0.00631434724288904
5991,2017-02-17,2017-03-17,7.0,BBRY,Put,0.09,0.31508,7.49,0.07665982203969883,0.3341039234525041,-0.019023923452504088
5993,2017-02-17,2017-03-24,7.0,BBRY,Put,0.13,0.31117,7.49,0.09582477754962354,0.3553297629004861,-0.04415976290048612
5994,2017-02-17,2017-03-24,7.5,BBRY,Put,0.28,0.2852,7.49,0.09582477754962354,0.29921300597911726,-0.014013005979117255
5995,2017-02-17,2017-03-24,8.0,BBRY,Put,0.63,0.29215,7.49,0.09582477754962354,0.3288036107357101,-0.03665361073571005
5996,2017-02-17,2017-04-21,7.0,BBRY,Call,0.64,0.31151999999999996,7.49,0.17248459958932238,0.27963340672202064,0.031886593277979325
5997,2017-02-17,2017-04-21,8.0,BBRY,Call,0.21,0.32142,7.49,0.17248459958932238,0.3229722807273326,-0.0015522807273326
5998,2017-02-17,2017-04-21,7.0,BBRY,Put,0.25,0.36485,7.49,0.17248459958932238,0.38033912811145876,-0.01548912811145875
5999,2017-02-17,2017-04-21,8.0,BBRY,Put,0.81,0.39023,7.49,0.17248459958932238,0.4061870848517789,-0.01595708485177888
6000,2017-02-17,2017-05-19,7.0,BBRY,Call,0.69,0.30917,7.49,0.24914442162902123,0.2715683308401853,0.03760166915981472
6001,2017-02-17,2017-05-19,8.0,BBRY,Call,0.22,0.30956999999999996,7.49,0.24914442162902123,0.27536641625930597,0.03420358374069399
6002,2017-02-17,2017-05-19,7.0,BBRY,Put,0.29,0.3736,7.49,0.24914442162902123,0.3475706785014275,0.02602932149857251
6004,2017-02-17,2017-06-16,7.0,BBRY,Call,0.81,0.30269,7.49,0.3258042436687201,0.316846824813405,-0.014156824813404967
6005,2017-02-17,2017-06-16,8.0,BBRY,Call,0.32,0.27379000000000003,7.49,0.3258042436687201,0.3023607548262907,-0.02857075482629068
6006,2017-02-17,2017-06-16,7.0,BBRY,Put,0.33,0.33825,7.49,0.3258042436687201,0.33083765514497454,0.0074123448550254545
6007,2017-02-17,2017-06-16,8.0,BBRY,Put,0.84,0.34263000000000005,7.49,0.3258042436687201,0.3163812167191641,0.026248783280835963
6008,2017-02-17,2017-09-15,7.0,BBRY,Call,0.91,0.27681999999999995,7.49,0.5749486652977412,0.28485403869476034,-0.008034038694760381
6009,2017-02-17,2017-09-15,8.0,BBRY,Call,0.44,0.24468,7.49,0.5749486652977412,0.28056808885984025,-0.03588808885984024
6010,2017-02-17,2017-09-15,7.0,BBRY,Put,0.45,0.32005,7.49,0.5749486652977412,0.3090639718636365,0.010986028136363513
6011,2017-02-17,2017-09-15,8.0,BBRY,Put,1.01,0.32661,7.49,0.5749486652977412,0.3176891222324397,0.008920877767560287
6012,2017-02-17,2018-01-19,7.0,BBRY,Call,1.16,0.27486,7.49,0.919917864476386,0.3174207817282784,-0.04256078172827843
6013,2017-02-17,2018-01-19,7.0,BBRY,Put,0.63,0.32683,7.49,0.919917864476386,0.3144552194145764,0.012374780585423628
6015,2017-02-17,2019-01-18,7.0,BBRY,Put,0.85,0.32845,7.49,1.9164955509924708,0.2796008262501239,0.04884917374987613
6017,2017-02-17,2017-03-17,35.0,HAWK,Put,0.75,0.28121999999999997,36.0,0.07665982203969883,0.3032869791188278,-0.022066979118827823
6018,2017-02-17,2017-06-16,35.0,HAWK,Call,2.2,0.24258000000000002,36.0,0.3258042436687201,0.2002937103645437,0.04228628963545633
6019,2017-02-17,2017-06-16,35.0,HAWK,Put,2.0,0.3252,36.0,0.3258042436687201,0.30905294697411967,0.01614705302588032
6020,2017-02-17,2017-09-15,35.0,HAWK,Call,3.3,0.28005,36.0,0.5749486652977412,0.25352979402730214,0.026520205972697886
6021,2017-02-17,2017-09-15,35.0,HAWK,Put,3.26,0.35074,36.0,0.5749486652977412,0.354031981588728,-0.00329198158872801
6022,2017-02-17,2017-03-17,7.5,BKCC,Call,0.3,0.16024000000000002,7.76,0.07665982203969883,0.15168709657567206,0.008552903424327962
6025,2017-02-17,2017-05-19,7.5,BKCC,Put,0.3,0.25638,7.76,0.24914442162902123,0.2775316626106377,-0.021151662610637723
6027,2017-02-17,2017-08-18,7.5,BKCC,Put,0.5,0.26627,7.76,0.49828884325804246,0.29390499987922375,-0.027634999879223743
6028,2017-02-17,2017-03-17,17.5,BLMN,Call,1.25,0.01066,18.860001,0.07665982203969883,2.925039300586675e-14,0.010659999999970748
6029,2017-02-17,2017-03-17,20.0,BLMN,Call,0.11,0.22030999999999998,18.860001,0.07665982203969883,0.22234054367134837,-0.0020305436713483893
6030,2017-02-17,2017-03-17,17.5,BLMN,Put,0.2,0.34649,18.860001,0.07665982203969883,0.3360494201090988,0.010440579890901247
6032,2017-02-17,2017-04-21,20.0,BLMN,Call,0.29,0.21131,18.860001,0.17248459958932238,0.22252612163189092,-0.011216121631890924
6033,2017-02-17,2017-04-21,17.5,BLMN,Put,0.35,0.32498,18.860001,0.17248459958932238,0.2893007684597594,0.03567923154024061
6035,2017-02-17,2017-07-21,17.5,BLMN,Call,2.0,0.22721,18.860001,0.4216290212183436,0.24939736717478284,-0.02218736717478284
6044,2017-02-17,2017-03-17,25.0,BUFF,Call,1.15,0.40529,24.85,0.07665982203969883,0.4431022207287071,-0.0378122207287071
6045,2017-02-17,2017-03-17,22.5,BUFF,Put,0.35,0.4675,24.85,0.07665982203969883,0.44819070522133314,0.019309294778666886
6046,2017-02-17,2017-03-17,25.0,BUFF,Put,1.22,0.43418,24.85,0.07665982203969883,0.41744526992853015,0.01673473007146986
6047,2017-02-17,2017-06-16,22.5,BUFF,Call,3.6,0.3724,24.85,0.3258042436687201,0.4104563351077013,-0.03805633510770129
6050,2017-02-17,2017-06-16,25.0,BUFF,Put,1.95,0.33141,24.85,0.3258042436687201,0.3346301647729964,-0.0032201647729964145
6051,2017-02-17,2017-09-15,25.0,BUFF,Call,2.7,0.33926,24.85,0.5749486652977412,0.36494937566198377,-0.02568937566198376
6052,2017-02-17,2017-05-19,20.0,BHBK,Call,0.3,0.19014,18.9,0.24914442162902123,0.18410500433985924,0.006034995660140763
6054,2017-02-17,2017-08-18,17.5,BHBK,Put,0.5,0.20833000000000002,18.9,0.49828884325804246,0.2094148887658877,-0.0010848887658876927
6058,2017-02-17,2017-03-17,75.0,BLUE,Call,6.42,0.64441,77.099998,0.07665982203969883,0.630412769581805,0.013997230418195006
6059,2017-02-17,2017-03-17,80.0,BLUE,Call,4.1,0.62095,77.099998,0.07665982203969883,0.6249732906768258,-0.00402329067682583
6060,2017-02-17,2017-03-17,70.0,BLUE,Put,2.45,0.68367,77.099998,0.07665982203969883,0.6494059166743874,0.03426408332561259
6061,2017-02-17,2017-03-17,75.0,BLUE,Put,4.37,0.62178,77.099998,0.07665982203969883,0.639945330448861,-0.01816533044886104
6062,2017-02-17,2017-03-17,80.0,BLUE,Put,7.2,0.6523899999999999,77.099998,0.07665982203969883,0.6522478223380188,0.00014217766198110215
6065,2017-02-17,2017-05-19,80.0,BLUE,Call,8.62,0.61815,77.099998,0.24914442162902123,0.6397885008883246,-0.02163850088832464
6067,2017-02-17,2017-05-19,75.0,BLUE,Put,8.9,0.6683,77.099998,0.24914442162902123,0.6610160196827848,0.007283980317215222
6070,2017-02-17,2017-07-21,75.0,BLUE,Call,13.5,0.60223,77.099998,0.4216290212183436,0.6313818000194159,-0.029151800019415863
6071,2017-02-17,2017-07-21,80.0,BLUE,Call,10.7,0.62474,77.099998,0.4216290212183436,0.5949162390320172,0.029823760967982782
6073,2017-02-17,2017-07-21,75.0,BLUE,Put,11.6,0.62336,77.099998,0.4216290212183436,0.6500173762276946,-0.026657376227694596
6077,2017-02-17,2018-01-19,70.0,BLUE,Call,21.8,0.66276,77.099998,0.919917864476386,0.646188273542588,0.016571726457412006
6080,2017-02-17,2018-01-19,70.0,BLUE,Put,16.5,0.75498,77.099998,0.919917864476386,0.7269935563740092,0.027986443625990787
6082,2017-02-17,2018-01-19,80.0,BLUE,Put,20.0,0.63372,77.099998,0.919917864476386,0.6335050582410265,0.00021494175897340817
6087,2017-02-17,2017-06-16,7.5,BKEP,Call,0.35,0.27464,7.1,0.3258042436687201,0.31423586183295943,-0.039595861832959434
6090,2017-02-17,2017-03-17,35.0,BPMC,Call,3.2,0.7557699999999999,35.509997999999996,0.07665982203969883,0.7541526940709872,0.001617305929012769
6091,2017-02-17,2017-03-17,35.0,BPMC,Put,1.95,0.53861,35.509997999999996,0.07665982203969883,0.5661095079204186,-0.027499507920418553
6096,2017-02-17,2017-04-21,20.0,BMCH,Put,1.1,0.31195,19.950001,0.17248459958932238,0.32779070120837717,-0.01584070120837716
6098,2017-02-17,2017-07-21,20.0,BMCH,Put,2.15,0.36873,19.950001,0.4216290212183436,0.41644621638357776,-0.04771621638357776
6100,2017-02-17,2017-04-21,35.0,BNCN,Call,2.4,0.24996999999999997,36.549999,0.17248459958932238,0.24951092613220413,0.0004590738677958395
6102,2017-02-17,2017-07-21,35.0,BNCN,Call,3.2,0.21578000000000003,36.549999,0.4216290212183436,0.24847348613537912,-0.03269348613537909
6103,2017-02-17,2017-07-21,40.0,BNCN,Call,0.85,0.17577,36.549999,0.4216290212183436,0.21452865179482156,-0.03875865179482155
6107,2017-02-17,2017-03-17,55.0,BOBE,Put,1.35,0.30126,56.849998,0.07665982203969883,0.349527690110398,-0.048267690110398054
6109,2017-02-17,2017-06-16,55.0,BOBE,Call,5.6,0.34909,56.849998,0.3258042436687201,0.35940277288275424,-0.010312772882754229
6112,2017-02-17,2017-06-16,60.0,BOBE,Put,5.3,0.2854,56.849998,0.3258042436687201,0.26873815326824874,0.01666184673175125
6113,2017-02-17,2017-09-15,55.0,BOBE,Call,6.5,0.34371999999999997,56.849998,0.5749486652977412,0.3226889055872826,0.021031094412717388
6114,2017-02-17,2017-09-15,60.0,BOBE,Call,3.47,0.31747,56.849998,0.5749486652977412,0.27327840306130136,0.04419159693869862
6116,2017-02-17,2017-03-17,30.0,BOFI,Call,1.07,0.34683,29.719998999999998,0.07665982203969883,0.3638954722871125,-0.01706547228711247
6117,2017-02-17,2017-03-17,30.0,BOFI,Put,1.35,0.33139,29.719998999999998,0.07665982203969883,0.367399863077066,-0.036009863077065996
6118,2017-02-17,2017-04-21,30.0,BOFI,Call,1.75,0.40412,29.719998999999998,0.17248459958932238,0.37941149687714665,0.02470850312285333
6119,2017-02-17,2017-04-21,30.0,BOFI,Put,2.02,0.36555,29.719998999999998,0.17248459958932238,0.3826334782076563,-0.017083478207656322
6120,2017-02-17,2017-07-21,30.0,BOFI,Call,3.19,0.40767,29.719998999999998,0.4216290212183436,0.42810315630329976,-0.020433156303299782
6121,2017-02-17,2017-07-21,30.0,BOFI,Put,3.5,0.47008999999999995,29.719998999999998,0.4216290212183436,0.4402864501631722,0.02980354983682776
6123,2017-02-17,2018-01-19,30.0,BOFI,Put,5.3,0.49596,29.719998999999998,0.919917864476386,0.4624409682707527,0.033519031729247306
6125,2017-02-17,2019-01-18,30.0,BOFI,Put,7.55,0.4873,29.719998999999998,1.9164955509924708,0.4682803757219633,0.019019624278036718
6126,2017-02-17,2017-03-17,12.0,WIFI,Call,0.35,0.47927,11.41,0.07665982203969883,0.4627522596649057,0.01651774033509429
6129,2017-02-17,2017-05-19,11.0,WIFI,Call,1.15,0.43677,11.41,0.24914442162902123,0.4145827024610749,0.022187297538925066
6133,2017-02-17,2017-08-18,11.0,WIFI,Put,1.1,0.37255,11.41,0.49828884325804246,0.41627290869572303,-0.04372290869572304
6138,2017-02-17,2017-05-19,22.5,BOJA,Call,0.7,0.32605,20.950001,0.24914442162902123,0.30671247357969184,0.01933752642030817
6139,2017-02-17,2017-05-19,20.0,BOJA,Put,1.0,0.31142,20.950001,0.24914442162902123,0.3527113649671119,-0.04129136496711194
6142,2017-02-17,2017-08-18,22.5,BOJA,Call,1.3,0.36453,20.950001,0.49828884325804246,0.3210897566341095,0.04344024336589053
6146,2017-02-17,2017-03-17,85.0,BOKF,Call,1.65,0.19705999999999999,83.860001,0.07665982203969883,0.23155693115908974,-0.03449693115908975
6148,2017-02-17,2017-03-17,80.0,BOKF,Put,0.85,0.23512,83.860001,0.07665982203969883,0.25299187066097056,-0.017871870660970568
6153,2017-02-17,2017-06-16,90.0,BOKF,Call,1.55,0.20367000000000002,83.860001,0.3258042436687201,0.19343374113151007,0.010236258868489945
6156,2017-02-17,2017-09-15,80.0,BOKF,Put,6.2,0.28443,83.860001,0.5749486652977412,0.32741133712491555,-0.04298133712491553
6158,2017-02-17,2017-07-21,17.5,BPFH,Call,1.15,0.31681,17.0,0.4216290212183436,0.30724766225050154,0.00956233774949844
6165,2017-02-17,2017-09-15,25.0,EPAY,Put,2.65,0.39357,25.549999,0.5749486652977412,0.3878609393735588,0.005709060626441165
6171,2017-02-17,2017-07-21,7.5,BCOV,Put,0.85,0.55896,8.05,0.4216290212183436,0.5549264391444804,0.004033560855519647
6173,2017-02-17,2018-01-19,7.5,BCOV,Put,1.4,0.5848800000000001,8.05,0.919917864476386,0.5719791242430129,0.012900875756987173
6174,2017-02-17,2017-02-24,190.0,AVGO,Call,19.99,0.01043,210.41000400000001,0.019164955509924708,2.4828061450767004e-12,0.010429999997517194
6175,2017-02-17,2017-02-24,192.5,AVGO,Call,14.36,0.01264,210.41000400000001,0.019164955509924708,6.729458418007712e-13,0.012639999999327054
6177,2017-02-17,2017-02-24,197.5,AVGO,Call,12.34,0.02022,210.41000400000001,0.019164955509924708,1.005886404688642e-12,0.020219999998994112
6178,2017-02-17,2017-02-24,200.0,AVGO,Call,10.4,0.01231,210.41000400000001,0.019164955509924708,3.405198429142125e-12,0.012309999996594802
6179,2017-02-17,2017-02-24,202.5,AVGO,Call,5.5,0.01095,210.41000400000001,0.019164955509924708,2.840508114604071e-13,0.010949999999715949
6181,2017-02-17,2017-02-24,207.5,AVGO,Call,3.55,0.10768,210.41000400000001,0.019164955509924708,0.1471395153037092,-0.0394595153037092
6182,2017-02-17,2017-02-24,210.0,AVGO,Call,2.05,0.1383,210.41000400000001,0.019164955509924708,0.15737417900007833,-0.019074179000078323
6183,2017-02-17,2017-02-24,212.5,AVGO,Call,1.05,0.17273,210.41000400000001,0.019164955509924708,0.1634768616897694,0.009253138310230585
6184,2017-02-17,2017-02-24,215.0,AVGO,Call,0.45,0.15082,210.41000400000001,0.019164955509924708,0.16464430018943185,-0.013824300189431843
6185,2017-02-17,2017-02-24,217.5,AVGO,Call,0.15,0.17176,210.41000400000001,0.019164955509924708,0.1621700000546967,0.009589999945303296
6186,2017-02-17,2017-02-24,220.0,AVGO,Call,0.18,0.23304,210.41000400000001,0.019164955509924708,0.21235677470256187,0.02068322529743813
6187,2017-02-17,2017-02-24,225.0,AVGO,Call,0.05,0.24748,210.41000400000001,0.019164955509924708,0.23402437768307355,0.013455622316926458
6191,2017-02-17,2017-02-24,195.0,AVGO,Put,0.13,0.3162,210.41000400000001,0.019164955509924708,0.3090218313328704,0.007178168667129559
6193,2017-02-17,2017-02-24,200.0,AVGO,Put,0.12,0.25334,210.41000400000001,0.019164955509924708,0.21888597522271935,0.034454024777280656
6194,2017-02-17,2017-02-24,202.5,AVGO,Put,0.33,0.24294000000000002,210.41000400000001,0.019164955509924708,0.2237278787592419,0.019212121240758107
6195,2017-02-17,2017-02-24,205.0,AVGO,Put,0.55,0.22401,210.41000400000001,0.019164955509924708,0.20242425608455342,0.02158574391544657
6196,2017-02-17,2017-02-24,207.5,AVGO,Put,0.94,0.19369,210.41000400000001,0.019164955509924708,0.18075151726457656,0.012938482735423446
6197,2017-02-17,2017-02-24,210.0,AVGO,Put,1.9,0.16759000000000002,210.41000400000001,0.019164955509924708,0.18159884806481208,-0.014008848064812063
6200,2017-02-17,2017-03-03,190.0,AVGO,Call,13.6,0.02022,210.41000400000001,0.038329911019849415,8.798488283484936e-13,0.02021999999912015
6204,2017-02-17,2017-03-03,200.0,AVGO,Call,11.8,0.31332,210.41000400000001,0.038329911019849415,0.3060943645571881,0.007225635442811906
6205,2017-02-17,2017-03-03,202.5,AVGO,Call,10.15,0.29667,210.41000400000001,0.038329911019849415,0.3254038907171808,-0.0287338907171808
6206,2017-02-17,2017-03-03,205.0,AVGO,Call,8.65,0.35714,210.41000400000001,0.038329911019849415,0.3392241756476441,0.01791582435235589
6208,2017-02-17,2017-03-03,210.0,AVGO,Call,5.72,0.32526,210.41000400000001,0.038329911019849415,0.334597829510673,-0.009337829510673024
6210,2017-02-17,2017-03-03,215.0,AVGO,Call,3.5,0.30766,210.41000400000001,0.038329911019849415,0.3297438888569796,-0.022083888856979594
6211,2017-02-17,2017-03-03,217.5,AVGO,Call,2.7,0.31964000000000004,210.41000400000001,0.038329911019849415,0.3306512676825235,-0.011011267682523473
6212,2017-02-17,2017-03-03,220.0,AVGO,Call,2.05,0.34731999999999996,210.41000400000001,0.038329911019849415,0.3315227615455874,0.015797238454412554
6213,2017-02-17,2017-03-03,222.5,AVGO,Call,1.49,0.28919,210.41000400000001,0.038329911019849415,0.32876116141475337,-0.039571161414753364
6214,2017-02-17,2017-03-03,225.0,AVGO,Call,1.1,0.28781,210.41000400000001,0.038329911019849415,0.3304701192258294,-0.04266011922582941
6218,2017-02-17,2017-03-10,200.0,AVGO,Call,12.3,0.28781,210.41000400000001,0.057494866529774126,0.283928963948985,0.00388103605101503
6220,2017-02-17,2017-03-10,205.0,AVGO,Call,9.2,0.28593,210.41000400000001,0.057494866529774126,0.3060416651771345,-0.020111665177134475
6221,2017-02-17,2017-03-10,207.5,AVGO,Call,7.7,0.26222,210.41000400000001,0.057494866529774126,0.30531939879214925,-0.043099398792149246
6222,2017-02-17,2017-03-10,210.0,AVGO,Call,6.3,0.26191,210.41000400000001,0.057494866529774126,0.30157770846089405,-0.03966770846089407
6223,2017-02-17,2017-03-10,212.5,AVGO,Call,5.1,0.29779,210.41000400000001,0.057494866529774126,0.299726019359225,-0.0019360193592249941
6224,2017-02-17,2017-03-10,215.0,AVGO,Call,4.04,0.26298,210.41000400000001,0.057494866529774126,0.2967568604913773,-0.03377686049137729
6225,2017-02-17,2017-03-10,217.5,AVGO,Call,3.2,0.29003,210.41000400000001,0.057494866529774126,0.29712405756499966,-0.007094057564999645
6226,2017-02-17,2017-03-10,220.0,AVGO,Call,2.4,0.28308,210.41000400000001,0.057494866529774126,0.29150804998710894,-0.008428049987108943
6227,2017-02-17,2017-03-10,222.5,AVGO,Call,1.8,0.24506,210.41000400000001,0.057494866529774126,0.28934264118943326,-0.04428264118943326
6228,2017-02-17,2017-03-10,225.0,AVGO,Call,1.15,0.26449,210.41000400000001,0.057494866529774126,0.2736394748801549,-0.009149474880154884
6230,2017-02-17,2017-03-10,230.0,AVGO,Call,0.8,0.29031999999999997,210.41000400000001,0.057494866529774126,0.29713484145306845,-0.0068148414530684875
6233,2017-02-17,2017-03-17,200.0,AVGO,Call,12.95,0.23906999999999998,210.41000400000001,0.07665982203969883,0.2817767809682454,-0.0427067809682454
6234,2017-02-17,2017-03-17,210.0,AVGO,Call,6.58,0.26991,210.41000400000001,0.07665982203969883,0.27281758790699295,-0.00290758790699297
6235,2017-02-17,2017-03-17,220.0,AVGO,Call,2.75,0.24939,210.41000400000001,0.07665982203969883,0.26995154294706414,-0.020561542947064138
6236,2017-02-17,2017-03-17,230.0,AVGO,Call,0.95,0.27007,210.41000400000001,0.07665982203969883,0.27004958895447106,2.041104552891193e-05
6238,2017-02-17,2017-03-24,205.0,AVGO,Call,8.46,0.23119,210.41000400000001,0.09582477754962354,0.2048802252972929,0.026309774702707095
6239,2017-02-17,2017-03-24,207.5,AVGO,Call,7.06,0.21871999999999997,210.41000400000001,0.09582477754962354,0.21024266051221652,0.008477339487783453
6240,2017-02-17,2017-03-24,210.0,AVGO,Call,6.2,0.22335,210.41000400000001,0.09582477754962354,0.22896966755970904,-0.005619667559709052
6242,2017-02-17,2017-03-24,215.0,AVGO,Call,3.54,0.24896999999999997,210.41000400000001,0.09582477754962354,0.20926457817395494,0.03970542182604503
6244,2017-02-17,2017-03-24,220.0,AVGO,Call,2.3,0.23129,210.41000400000001,0.09582477754962354,0.2206930132242503,0.01059698677574969
6245,2017-02-17,2017-03-24,222.5,AVGO,Call,2.35,0.21871999999999997,210.41000400000001,0.09582477754962354,0.2510725210223367,-0.03235252102233671
6246,2017-02-17,2017-03-24,225.0,AVGO,Call,1.89,0.25322,210.41000400000001,0.09582477754962354,0.2539100007836585,-0.0006900007836584954
6247,2017-02-17,2017-03-24,230.0,AVGO,Call,1.32,0.21838000000000002,210.41000400000001,0.09582477754962354,0.2670573760972286,-0.04867737609722861
6248,2017-02-17,2017-03-03,190.0,AVGO,Put,1.05,0.43004,210.41000400000001,0.038329911019849415,0.44739684289984044,-0.017356842899840463
6249,2017-02-17,2017-03-03,192.5,AVGO,Put,0.75,0.3713,210.41000400000001,0.038329911019849415,0.3676490275026414,0.003650972497358629
6250,2017-02-17,2017-03-03,195.0,AVGO,Put,1.15,0.36814,210.41000400000001,0.038329911019849415,0.3749977189668774,-0.006857718966877369
6251,2017-02-17,2017-03-03,197.5,AVGO,Put,1.85,0.38944,210.41000400000001,0.038329911019849415,0.39728228952042677,-0.00784228952042676
6252,2017-02-17,2017-03-03,200.0,AVGO,Put,2.1,0.3641,210.41000400000001,0.038329911019849415,0.36911619138684365,-0.005016191386843671
6253,2017-02-17,2017-03-03,202.5,AVGO,Put,2.75,0.38119000000000003,210.41000400000001,0.038329911019849415,0.3654817508276836,0.015708249172316446
6254,2017-02-17,2017-03-03,205.0,AVGO,Put,3.5,0.34188,210.41000400000001,0.038329911019849415,0.3590995680988471,-0.01721956809884706
6255,2017-02-17,2017-03-03,207.5,AVGO,Put,4.54,0.38954,210.41000400000001,0.038329911019849415,0.3614953368944676,0.028044663105532386
6256,2017-02-17,2017-03-03,210.0,AVGO,Put,5.4,0.32434,210.41000400000001,0.038329911019849415,0.3425402227442846,-0.018200222744284567
6257,2017-02-17,2017-03-03,212.5,AVGO,Put,6.98,0.33238,210.41000400000001,0.038329911019849415,0.35727322620131535,-0.024893226201315344
6258,2017-02-17,2017-03-03,215.0,AVGO,Put,8.6,0.38656999999999997,210.41000400000001,0.038329911019849415,0.36463596057972336,0.021934039420276608
6260,2017-02-17,2017-03-10,190.0,AVGO,Put,0.9,0.38586,210.41000400000001,0.057494866529774126,0.34953656965543195,0.03632343034456803
6262,2017-02-17,2017-03-10,195.0,AVGO,Put,2.02,0.3329,210.41000400000001,0.057494866529774126,0.3761213137084762,-0.043221313708476206
6263,2017-02-17,2017-03-10,197.5,AVGO,Put,2.52,0.32947,210.41000400000001,0.057494866529774126,0.37073435854567405,-0.04126435854567406
6264,2017-02-17,2017-03-10,200.0,AVGO,Put,2.45,0.34306,210.41000400000001,0.057494866529774126,0.3241978902644674,0.018862109735532595
6269,2017-02-17,2017-03-17,190.0,AVGO,Put,1.2,0.32453000000000004,210.41000400000001,0.07665982203969883,0.32986878221496907,-0.005338782214969029
6270,2017-02-17,2017-03-17,195.0,AVGO,Put,2.0,0.30365,210.41000400000001,0.07665982203969883,0.3247006063569136,-0.021050606356913637
6271,2017-02-17,2017-03-17,200.0,AVGO,Put,3.1,0.33535,210.41000400000001,0.07665982203969883,0.31583859282759774,0.01951140717240224
6272,2017-02-17,2017-03-17,210.0,AVGO,Put,7.31,0.32145,210.41000400000001,0.07665982203969883,0.32545865683015296,-0.004008656830152946
6274,2017-02-17,2017-03-24,190.0,AVGO,Put,2.55,0.35193,210.41000400000001,0.09582477754962354,0.38384449179483443,-0.03191449179483441
6276,2017-02-17,2017-03-24,195.0,AVGO,Put,2.37,0.33047,210.41000400000001,0.09582477754962354,0.3114057247404638,0.01906427525953619
6283,2017-02-17,2017-04-21,200.0,AVGO,Call,14.72,0.21813000000000002,210.41000400000001,0.17248459958932238,0.24698362245775693,-0.02885362245775691
6285,2017-02-17,2017-04-21,220.0,AVGO,Call,4.53,0.21871999999999997,210.41000400000001,0.17248459958932238,0.2360242022745449,-0.017304202274544933
6286,2017-02-17,2017-04-21,230.0,AVGO,Call,2.19,0.22533000000000003,210.41000400000001,0.17248459958932238,0.2370231145758348,-0.011693114575834773
6287,2017-02-17,2017-04-21,190.0,AVGO,Put,2.72,0.3101,210.41000400000001,0.17248459958932238,0.29417415521758045,0.01592584478241954
6288,2017-02-17,2017-04-21,195.0,AVGO,Put,3.75,0.27419,210.41000400000001,0.17248459958932238,0.28607705930431326,-0.011887059304313274
6290,2017-02-17,2017-04-21,210.0,AVGO,Put,10.0,0.28086,210.41000400000001,0.17248459958932238,0.2958464884709801,-0.014986488470980108
6291,2017-02-17,2017-04-21,220.0,AVGO,Put,15.3,0.31293000000000004,210.41000400000001,0.17248459958932238,0.2779074233469312,0.03502257665306885
6293,2017-02-17,2017-06-16,195.0,AVGO,Call,21.69,0.22605,210.41000400000001,0.3258042436687201,0.2660777068613161,-0.0400277068613161
6294,2017-02-17,2017-06-16,200.0,AVGO,Call,18.61,0.24996999999999997,210.41000400000001,0.3258042436687201,0.2683963531242217,-0.01842635312422175
6295,2017-02-17,2017-06-16,210.0,AVGO,Call,13.0,0.21871999999999997,210.41000400000001,0.3258042436687201,0.26412580303892613,-0.04540580303892616
6296,2017-02-17,2017-06-16,220.0,AVGO,Call,8.6,0.21871999999999997,210.41000400000001,0.3258042436687201,0.2593430639681372,-0.04062306396813725
6297,2017-02-17,2017-06-16,230.0,AVGO,Call,5.49,0.22605,210.41000400000001,0.3258042436687201,0.2575126885610391,-0.03146268856103909
6298,2017-02-17,2017-06-16,190.0,AVGO,Put,6.2,0.31251,210.41000400000001,0.3258042436687201,0.3129210183375088,-0.0004110183375087839
