ExpDate,StrikePrice,Ticker,Type,Last,Chg,Bid,Ask,Vol,Open Int,Delta,Gamma,Rho,Theta,Vega,IV
"Dec 16, 2016",7.5,SVVC,Call,0.70,,0.50,1.30,0,39,0.81968,0.26114,0.00129,-0.02027,0.003,0.92542
"Dec 16, 2016",7.5,SVVC,Put,0.25,,,0.15,0,238,-0.24839,0.21635,-0.00042,-0.03527,0.0,1.12519
"Jan 20, 2017",7.5,SVVC,Call,0.40,,0.55,1.00,0,8,1.0,0.0,0.00878,-0.0011,2e-05,0.1325
"Mar 17, 2017",7.5,SVVC,Call,0.50,,0.60,1.10,0,152,0.99422,0.04122,0.01991,-0.00112,0.00064,0.1489
"Mar 17, 2017",7.5,SVVC,Put,0.50,,,0.55,0,2,-0.20337,0.23333,-0.00424,-0.00199,0.01122,0.27086
"Jun 16, 2017",7.5,SVVC,Call,1.05,,0.60,1.05,0,57,0.99989,0.00148,0.03795,-0.00108,0.00014,0.08281
"Dec 09, 2016",11.5,CSIQ,Call,1.15,0.05,1.05,1.35,25,453,0.83305,0.22694,0.00021,-0.19115,0.0,1.89269
"Dec 09, 2016",12.0,CSIQ,Call,0.75,-0.10,0.55,0.85,8,549,0.76467,0.43437,0.0002,-0.1661,0.0,1.143
"Dec 09, 2016",12.5,CSIQ,Call,0.25,-0.30,0.20,0.35,3,480,0.50678,0.73423,0.00014,-0.16797,0.00232,0.81989
"Dec 09, 2016",13.0,CSIQ,Call,0.05,-0.25,,0.10,66,292,0.21222,0.4987,6e-05,-0.11966,0.0,0.81199
"Dec 09, 2016",13.5,CSIQ,Call,0.15,,,0.25,0,150,0.18379,0.2646,5e-05,-0.1828,0.0,1.51297
"Dec 16, 2016",11.5,CSIQ,Call,1.28,-0.02,1.20,1.35,9,170,0.77371,0.20425,0.00181,-0.03713,0.00452,0.81006
"Dec 16, 2016",12.0,CSIQ,Call,0.78,-0.07,0.75,0.90,17,1647,0.66906,0.27487,0.00162,-0.03638,0.00694,0.66746
"Dec 16, 2016",12.5,CSIQ,Call,0.52,0.17,0.45,0.55,15,126,0.52133,0.35933,0.0013,-0.03721,0.00711,0.63907
"Dec 16, 2016",13.0,CSIQ,Call,0.30,-0.06,0.20,0.30,72,622,0.35649,0.3277,0.0009,-0.03203,0.00729,0.6074
"Dec 16, 2016",13.5,CSIQ,Call,0.20,,0.10,0.20,0,281,0.22474,0.26061,0.00057,-0.02641,0.00497,0.63336
"Dec 23, 2016",11.5,CSIQ,Call,0.70,,1.25,1.50,0,21,0.73265,0.17124,0.00316,-0.02664,0.0093,0.69524
"Dec 23, 2016",12.0,CSIQ,Call,0.95,-0.27,0.85,1.05,15,206,0.65573,0.24248,0.00296,-0.02283,0.00952,0.61773
"Dec 23, 2016",12.5,CSIQ,Call,0.85,,0.55,0.75,0,5,0.52738,0.30653,0.00245,-0.02334,0.00978,0.55788
"Dec 23, 2016",13.0,CSIQ,Call,0.39,0.19,0.35,0.50,10,552,0.39776,0.26874,0.00186,-0.02218,0.01002,0.55726
"Dec 30, 2016",11.5,CSIQ,Call,1.20,,1.30,1.55,0,1522,0.71486,0.15385,0.00445,-0.0212,0.01126,0.64233
"Dec 30, 2016",12.0,CSIQ,Call,1.40,,0.95,1.15,0,2728,0.64192,0.2072,0.00418,-0.01891,0.01154,0.59093
"Dec 30, 2016",12.5,CSIQ,Call,0.75,-0.15,0.65,0.85,20,41,0.53301,0.26249,0.0036,-0.01867,0.01185,0.51799
"Dec 30, 2016",13.0,CSIQ,Call,0.75,,0.40,0.60,0,136,0.4225,0.23389,0.00286,-0.01804,0.01215,0.52536
"Dec 09, 2016",11.5,CSIQ,Put,0.05,,,0.45,0,209,-0.14179,0.22565,-4e-05,-0.15147,0.0,1.5818
"Dec 09, 2016",12.0,CSIQ,Put,0.05,0.01,,0.10,5,78,-0.21724,0.45381,-6e-05,-0.13889,0.0,1.02855
"Dec 09, 2016",12.5,CSIQ,Put,0.10,-0.15,0.05,0.20,150,128,-0.49644,0.946,-0.00011,-0.12882,0.00232,0.65135
"Dec 09, 2016",13.0,CSIQ,Put,0.35,,0.30,0.50,0,35,-0.86745,0.49389,-0.00019,-0.06266,0.00158,0.62086
"Dec 16, 2016",11.5,CSIQ,Put,0.21,,0.05,0.15,0,92,-0.15373,0.22543,-0.0004,-0.01785,0.0045,0.61341
"Dec 16, 2016",12.0,CSIQ,Put,0.18,0.03,0.15,0.25,20,393,-0.29704,0.33742,-0.00071,-0.02623,0.00693,0.63199
"Dec 16, 2016",12.5,CSIQ,Put,0.33,0.03,0.30,0.35,67,23,-0.48629,0.54693,-0.00103,-0.02319,0.00712,0.45557
"Dec 16, 2016",13.0,CSIQ,Put,0.60,,0.55,0.70,0,314,-0.69731,0.40754,-0.00156,-0.02228,0.00729,0.54497
"Dec 16, 2016",13.5,CSIQ,Put,0.75,,0.90,1.20,0,10,-0.79018,0.26517,-0.00163,-0.0223,0.00498,0.57739
"Dec 23, 2016",11.5,CSIQ,Put,0.30,,0.10,0.30,0,62,-0.21482,0.20943,-0.0011,-0.0167,0.00618,0.59862
"Dec 23, 2016",12.0,CSIQ,Put,1.70,,0.25,0.35,0,10,-0.3244,0.28501,-0.00152,-0.0172,0.00951,0.57134
"Dec 23, 2016",12.5,CSIQ,Put,1.30,,0.40,0.60,0,11,-0.4786,0.37169,-0.00197,-0.01785,0.00979,0.51636
"Dec 30, 2016",11.5,CSIQ,Put,0.82,,0.20,0.30,0,1,-0.23474,0.19627,-0.00155,-0.01357,0.01122,0.57026
"Dec 30, 2016",12.0,CSIQ,Put,0.70,,0.30,0.50,0,15,-0.34608,0.23846,-0.00246,-0.01455,0.01153,0.52974
"Jan 06, 2017",12.0,CSIQ,Call,1.00,0.30,1.05,1.25,10,15,0.63427,0.18353,0.00537,-0.0166,0.01324,0.5756
"Jan 06, 2017",12.5,CSIQ,Call,0.67,,0.75,0.95,0,9,0.53924,0.21761,0.00471,-0.01707,0.01359,0.58806
"Jan 06, 2017",13.5,CSIQ,Call,0.42,,0.35,0.55,21,0,0.36606,0.17889,0.00322,-0.01658,0.01425,0.56959
"Jan 13, 2017",12.5,CSIQ,Call,0.65,,0.70,1.10,0,12,0.54276,0.20512,0.00584,-0.01468,0.01514,0.55771
"Jan 13, 2017",13.0,CSIQ,Call,0.75,,0.50,0.80,0,7,0.44899,0.19938,0.00489,-0.01349,0.01555,0.48871
"Jan 20, 2017",12.0,CSIQ,Call,1.30,-0.10,1.20,1.35,12,1014,0.62945,0.16025,0.00775,-0.0132,0.01609,0.5324
"Jan 20, 2017",13.0,CSIQ,Call,0.75,-0.08,0.70,0.85,27,1331,0.46582,0.1764,0.00595,-0.01301,0.01696,0.5115
"Jan 27, 2017",13.0,CSIQ,Call,0.80,,0.70,0.95,1,,0.46873,0.17486,0.00696,-0.0114,0.0183,0.45671
"Jan 06, 2017",11.5,CSIQ,Put,0.90,,0.25,0.45,0,3,-0.26816,0.16937,-0.00246,-0.01283,0.01289,0.58631
"Jan 06, 2017",12.0,CSIQ,Put,0.90,,0.40,0.60,0,5,-0.35796,0.20852,-0.00344,-0.01288,0.01323,0.53065
"Jan 13, 2017",11.5,CSIQ,Put,0.45,-0.45,0.30,0.60,1,1,-0.29375,0.14517,-0.00351,-0.01277,0.01436,0.61349
"Jan 20, 2017",12.0,CSIQ,Put,0.65,0.05,0.60,0.70,35,1956,-0.36988,0.17077,-0.0054,-0.01081,0.01609,0.54836
"Jan 20, 2017",13.0,CSIQ,Put,1.13,0.17,1.05,1.20,7,1284,-0.54996,0.19481,-0.0072,-0.01015,0.01699,0.49612
"Apr 21, 2017",12.0,CSIQ,Call,2.25,,2.00,2.20,0,318,0.63238,0.08571,0.02111,-0.00837,0.02789,0.55826
"Apr 21, 2017",13.0,CSIQ,Call,1.81,,1.55,1.70,0,475,0.54623,0.09381,0.01904,-0.00836,0.02939,0.53311
"Apr 21, 2017",12.0,CSIQ,Put,1.45,-0.35,1.40,1.55,2,288,-0.37356,0.09278,-0.01856,-0.0064,0.02801,0.58877
"Apr 21, 2017",13.0,CSIQ,Put,2.00,0.10,1.90,2.10,5,53,-0.46576,0.09917,-0.02105,-0.00647,0.0295,0.65621
"Jul 21, 2017",12.0,CSIQ,Call,1.90,,2.50,2.70,0,18,0.64709,0.06819,0.03367,-0.00633,0.03554,0.59135
"Jul 21, 2017",13.0,CSIQ,Call,1.60,,2.05,2.25,0,22,0.58078,0.07253,0.03133,-0.00649,0.03744,0.5167
"Jul 21, 2017",12.0,CSIQ,Put,1.95,,1.90,2.15,0,20,-0.36016,0.06887,-0.03017,-0.00494,0.03569,0.68738
"Jul 21, 2017",13.0,CSIQ,Put,2.70,,2.45,2.70,0,345,-0.42881,0.07341,-0.03516,-0.00501,0.03758,0.60648
"Jan 19, 2018",13.0,CSIQ,Call,2.75,-0.33,2.85,3.10,2,384,0.62688,0.05242,0.0537,-0.00487,0.04863,0.51249
"Jan 19, 2018",13.0,CSIQ,Put,3.30,,3.30,3.50,0,816,-0.38312,0.05213,-0.06033,-0.00355,0.04866,0.63003
"Jan 18, 2019",12.0,CSIQ,Call,4.80,,4.20,5.10,0,20,0.72412,0.03126,0.08898,-0.00351,0.05864,0.56909
"Jan 18, 2019",12.0,CSIQ,Put,3.94,,3.80,4.30,0,199,-0.26915,0.02615,-0.10672,-0.00272,0.05707,0.67267
"Dec 16, 2016",115.0,DNB,Call,7.32,,7.40,10.90,0,5,0.96866,0.00926,0.02427,-0.0528,0.0193,0.49399
"Dec 16, 2016",120.0,DNB,Call,3.98,,3.30,4.20,0,17,1.0,0.0,0.02626,-0.0177,3e-05,0.19625
"Dec 16, 2016",125.0,DNB,Call,1.00,,0.55,0.85,0,75,0.90504,0.07878,0.0247,-0.0435,0.04521,0.18858
"Dec 16, 2016",130.0,DNB,Call,0.22,,,0.25,0,15,0.22874,0.10695,0.00635,-0.06802,0.05112,0.24936
"Dec 16, 2016",135.0,DNB,Call,0.09,,,0.60,0,0,0.07857,0.0301,0.00217,-0.05369,0.0224,0.35963
"Dec 16, 2016",115.0,DNB,Put,2.30,,0.05,0.25,0,27,-0.0575,0.01326,-0.00159,-0.07037,0.01946,0.34079
"Dec 16, 2016",120.0,DNB,Put,0.95,,0.35,0.60,0,16,-0.0713,0.02484,-0.00197,-0.05465,0.01971,0.20934
"Dec 16, 2016",125.0,DNB,Put,1.65,-2.75,2.00,2.80,5,27,-0.30826,0.06227,-0.00756,-0.1409,0.07194,0.2162
"Jan 20, 2017",120.0,DNB,Call,4.00,,5.00,5.60,0,10,0.95796,0.01799,0.13422,-0.02272,0.0379,0.18516
"Jan 20, 2017",125.0,DNB,Call,2.35,-0.10,2.15,2.60,11,74,0.76077,0.06536,0.11017,-0.03445,0.15486,0.18869
"Jan 20, 2017",130.0,DNB,Call,1.05,,0.60,0.90,0,5,0.34296,0.09578,0.05142,-0.02653,0.18576,0.14851
"Jan 20, 2017",115.0,DNB,Put,1.15,,0.75,1.00,0,5,-0.14135,0.01684,-0.02056,-0.03715,0.10195,0.21718
"Jan 20, 2017",120.0,DNB,Put,1.85,,1.65,2.10,0,79,-0.24067,0.02508,-0.03157,-0.05221,0.15937,0.21056
"Feb 17, 2017",115.0,DNB,Call,8.56,,10.30,11.10,0,12,0.98153,0.00624,0.21684,-0.01906,0.04409,0.20799
"Feb 17, 2017",120.0,DNB,Call,5.00,,6.70,7.50,0,3,0.89404,0.02515,0.2046,-0.02623,0.11846,0.21104
"Feb 17, 2017",125.0,DNB,Call,4.42,,4.10,4.60,0,11,0.69322,0.04518,0.16253,-0.03455,0.20359,0.22702
"Feb 17, 2017",130.0,DNB,Call,15.00,,2.15,2.55,0,33,0.44592,0.05604,0.10743,-0.03071,0.22855,0.2056
"Feb 17, 2017",135.0,DNB,Call,3.15,,1.00,1.35,0,20,0.23421,0.03939,0.05704,-0.02352,0.1682,0.225
"Feb 17, 2017",115.0,DNB,Put,4.70,,2.10,2.40,0,11,-0.19519,0.01588,-0.04679,-0.03854,0.13355,0.29347
"Feb 17, 2017",120.0,DNB,Put,4.50,,3.40,3.90,0,52,-0.2904,0.01947,-0.06673,-0.04477,0.20493,0.23213
"Feb 17, 2017",125.0,DNB,Put,10.52,,5.50,6.20,0,13,-0.39517,0.0234,-0.09129,-0.04788,0.21299,0.24997
"Feb 17, 2017",130.0,DNB,Put,14.28,,8.50,9.10,0,42,-0.50392,0.0223,-0.10642,-0.05397,0.22084,0.27417
"Feb 17, 2017",135.0,DNB,Put,18.35,,12.30,13.00,0,15,-0.62097,0.02327,-0.12392,-0.0435,0.22768,0.22157
"May 19, 2017",130.0,DNB,Call,4.50,,4.40,4.90,0,11,0.52907,0.03394,0.28109,-0.02624,0.33604,0.23178
"May 19, 2017",135.0,DNB,Call,3.27,,2.85,3.30,0,21,0.39079,0.02842,0.20821,-0.02593,0.36299,0.18939
"May 19, 2017",120.0,DNB,Put,6.80,,5.80,6.30,0,21,-0.31389,0.01481,-0.16643,-0.02562,0.30528,0.23228
"May 19, 2017",125.0,DNB,Put,7.70,,8.00,8.70,0,24,-0.39515,0.01569,-0.20282,-0.0306,0.31874,0.25667
"May 19, 2017",130.0,DNB,Put,7.80,,10.90,11.70,0,20,-0.46859,0.01559,-0.22226,-0.03228,0.32913,0.27167
"May 19, 2017",135.0,DNB,Put,14.10,,14.30,15.20,0,30,-0.52609,0.01401,-0.26384,-0.03376,0.33912,0.27882
"Dec 02, 2016",7.5,VNET,Call,0.05,,,,0,5,0.99542,0.2912,0.0,-0.09324,0.0,1.90625
"Dec 09, 2016",7.5,VNET,Call,0.20,,0.35,0.70,0,631,1.0,0.0,0.00017,-0.00111,0.0,0.03235
"Dec 09, 2016",8.0,VNET,Call,0.08,-0.05,0.05,0.20,7,29,0.60722,1.0,0.00011,-0.06157,0.00149,0.60878
"Dec 09, 2016",8.5,VNET,Call,0.10,,,0.10,0,45,0.22728,0.57059,4e-05,-0.11463,0.0,1.32698
"Dec 16, 2016",7.5,VNET,Call,0.35,,0.40,0.75,0,41,0.92342,0.34602,0.00147,-0.00568,0.00123,0.38999
"Dec 16, 2016",8.0,VNET,Call,0.15,0.05,0.20,0.35,6,432,0.56088,0.73199,0.00092,-0.01716,0.00457,0.54275
"Dec 16, 2016",8.5,VNET,Call,0.05,,,0.15,0,64,0.28692,0.50327,0.00047,-0.01863,0.00474,0.63828
"Dec 23, 2016",7.5,VNET,Call,0.35,,0.50,0.75,0,28,0.84659,0.39894,0.00252,-0.00631,0.00396,0.41771
"Dec 23, 2016",8.0,VNET,Call,0.25,0.10,0.20,0.40,5,800,0.56365,0.68834,0.00174,-0.00992,0.00627,0.38644
"Dec 23, 2016",8.5,VNET,Call,0.10,,0.05,0.20,100,0,0.27733,0.52707,0.00087,-0.00946,0.00657,0.4287
"Dec 30, 2016",7.5,VNET,Call,0.55,,0.55,0.80,0,10,0.80672,0.3864,0.00349,-0.00621,0.0048,0.41681
"Dec 30, 2016",8.0,VNET,Call,0.28,0.08,0.25,0.45,15,2,0.56221,0.57178,0.00252,-0.0083,0.0076,0.41082
"Dec 30, 2016",8.5,VNET,Call,0.20,,0.10,0.25,0,80,0.33615,0.43636,0.00151,-0.00863,0.00796,0.44039
"Dec 09, 2016",7.5,VNET,Put,0.25,,,0.15,0,10,-0.19763,0.39793,-4e-05,-0.13806,0.0,1.76783
"Dec 09, 2016",8.0,VNET,Put,0.55,,,0.15,0,7,-0.41151,1.0,-7e-05,-0.07666,0.00149,0.69791
"Dec 16, 2016",7.5,VNET,Put,0.15,,,0.15,0,28,-0.19658,0.39477,-0.00034,-0.01461,0.00292,0.6198
"Dec 16, 2016",8.0,VNET,Put,0.60,,0.15,0.30,0,5120,-0.4445,0.63404,-0.00073,-0.01885,0.00457,0.51075
"Dec 23, 2016",7.5,VNET,Put,0.40,,0.05,0.15,0,20,-0.20013,0.38882,-0.00065,-0.00799,0.00399,0.47494
"Jan 13, 2017",7.5,VNET,Call,0.65,,0.65,0.85,5,0,0.75014,0.3223,0.00519,-0.00612,0.00924,0.43288
"Jan 20, 2017",8.0,VNET,Call,0.45,0.10,0.40,0.65,8,108,0.5638,0.36836,0.00476,-0.00676,0.01061,0.46007
"Jan 20, 2017",8.0,VNET,Put,0.85,,0.40,0.55,0,1289,-0.44101,0.34223,-0.00381,-0.00628,0.01063,0.47935
"Mar 17, 2017",8.0,VNET,Call,0.88,0.08,0.80,0.95,9,69,0.57932,0.23067,0.01053,-0.00482,0.01598,0.47119
"Mar 17, 2017",8.0,VNET,Put,0.90,,0.65,0.85,0,2,-0.42734,0.21892,-0.00837,-0.00411,0.01602,0.46932
"Jun 16, 2017",8.0,VNET,Call,1.10,,0.90,1.25,0,4,0.59943,0.1826,0.01996,-0.00331,0.02188,0.44313
"Jan 19, 2018",8.0,VNET,Call,1.25,,1.00,3.80,0,283,0.6599,0.07389,0.0347,-0.00331,0.03026,0.61772
"Jan 19, 2018",8.0,VNET,Put,1.80,,1.40,1.70,0,548,-0.36824,0.09332,-0.03377,-0.002,0.03101,0.54098
"Dec 16, 2016",30.0,TWOU,Call,2.50,-0.19,2.80,3.20,2,3,1.0,0.0,0.00656,-0.00443,0.0,0.29065
"Dec 16, 2016",35.0,TWOU,Call,0.15,,0.10,0.20,0,412,0.38969,0.45544,0.00292,-0.02526,0.02032,0.26164
"Dec 16, 2016",30.0,TWOU,Put,0.35,,0.05,0.20,0,33,-0.07795,0.03935,-0.00061,-0.04162,0.00533,0.79815
"Dec 16, 2016",35.0,TWOU,Put,2.25,,2.05,2.35,0,688,-0.50316,0.10607,-0.00321,-0.11429,0.02004,0.56771
"Jan 20, 2017",30.0,TWOU,Call,3.26,,3.40,3.70,0,526,0.99917,0.0015,0.03508,-0.00447,0.00026,0.23161
"Jan 20, 2017",35.0,TWOU,Call,1.00,0.25,0.65,0.85,10,495,0.4912,0.21862,0.01938,-0.01253,0.04687,0.23638
"Jan 20, 2017",30.0,TWOU,Put,0.65,,0.55,0.75,1,559,-0.16258,0.04369,-0.00676,-0.01798,0.0277,0.51892
"Jan 20, 2017",35.0,TWOU,Put,2.75,,2.75,3.00,0,146,-0.47182,0.06364,-0.01704,-0.03438,0.04628,0.54821
"Apr 21, 2017",30.0,TWOU,Call,4.70,,4.50,5.10,0,453,0.95608,0.0278,0.10231,-0.00549,0.01654,0.28299
"Apr 21, 2017",35.0,TWOU,Call,2.58,0.08,2.10,2.45,35,454,0.55392,0.07924,0.06272,-0.01173,0.08114,0.30563
"Apr 21, 2017",30.0,TWOU,Put,1.50,,1.80,2.10,0,45,-0.25517,0.02981,-0.03395,-0.01387,0.07255,0.56469
"Apr 21, 2017",35.0,TWOU,Put,3.30,,4.10,4.60,0,281,-0.4371,0.03978,-0.05165,-0.01657,0.08061,0.55017
"Jul 21, 2017",30.0,TWOU,Call,5.70,,5.50,6.10,0,10,0.89549,0.03645,0.15557,-0.00604,0.05219,0.28082
"Jul 21, 2017",35.0,TWOU,Call,3.00,,3.10,3.50,5,0,0.58086,0.0633,0.10695,-0.00931,0.10384,0.25506
"Jul 21, 2017",30.0,TWOU,Put,2.90,,2.55,3.00,0,15,-0.27349,0.02287,-0.06647,-0.01103,0.0926,0.49339
"Jul 21, 2017",35.0,TWOU,Put,5.80,,5.10,5.60,0,19,-0.41033,0.02893,-0.08799,-0.01292,0.1029,0.4858
"Jan 20, 2017",35.0,JOBS,Call,1.20,,,5.00,0,51,0.25426,0.0722,0.00861,-0.021,0.03011,0.43279
"Apr 21, 2017",35.0,JOBS,Call,2.71,,0.65,2.70,0,13,0.40359,0.04902,0.0388,-0.01482,0.07868,0.39619
"Dec 16, 2016",12.5,CAFD,Call,0.50,,0.25,0.80,0,128,0.50009,0.3443,0.00124,-0.03764,0.0071,0.53105
"Dec 16, 2016",12.5,CAFD,Put,0.15,,0.05,0.30,0,214,-0.56877,1.0,-0.0012,-0.0092,0.00714,0.34054
"Jan 20, 2017",12.5,CAFD,Call,0.99,,0.55,0.95,0,3,0.52891,0.22637,0.00686,-0.01116,0.01653,0.34977
"Jan 20, 2017",12.5,CAFD,Put,0.55,,0.45,0.65,25,136,-0.4892,0.32879,-0.00575,-0.00638,0.01657,0.37808
"Mar 17, 2017",12.5,CAFD,Call,1.15,0.30,0.80,1.25,5,48,0.55366,0.16617,0.01586,-0.00691,0.02492,0.33972
"Mar 17, 2017",12.5,CAFD,Put,1.00,,0.60,0.95,0,304,-0.46852,0.24732,-0.01269,-0.00348,0.02507,0.33161
"Jun 16, 2017",12.5,CAFD,Call,1.23,-0.19,1.20,1.35,1008,1944,0.57724,0.14667,0.03106,-0.00439,0.03418,0.25134
"Jun 16, 2017",12.5,CAFD,Put,1.35,-0.01,1.10,1.40,25,179,-0.43956,0.14296,-0.02367,-0.00305,0.03437,0.41982
"Dec 16, 2016",15.0,EGHT,Call,0.05,,,0.15,0,125,1.0,0.0,0.00322,-0.00221,0.0,0.24218
"Dec 16, 2016",15.0,EGHT,Put,0.50,,0.80,1.10,0,130,-0.23197,0.1051,-0.00076,-0.0709,0.0,0.84417
"Jan 20, 2017",15.0,EGHT,Call,0.45,,0.35,0.50,100,0,0.99079,0.02796,0.01731,-0.00246,0.0012,0.24507
"Jan 20, 2017",15.0,EGHT,Put,1.40,,1.10,1.45,0,5,-0.28564,0.07519,-0.00581,-0.02013,0.02071,0.55378
"Feb 17, 2017",15.0,EGHT,Call,0.45,,0.50,0.70,0,257,0.98505,0.03807,0.02833,-0.00246,0.00582,0.25166
"Feb 17, 2017",15.0,EGHT,Put,1.00,,1.35,1.55,0,67,-0.30003,0.06244,-0.01072,-0.01502,0.02642,0.49966
"Dec 16, 2016",15.0,AVHI,Call,1.46,,0.55,1.60,0,32,0.6764,0.26332,0.00211,-0.03691,0.00874,0.60803
"Dec 16, 2016",15.0,AVHI,Put,0.45,,,0.60,0,1,-0.32973,0.25573,-0.00103,-0.03641,0.00874,0.63185
"Mar 17, 2017",15.0,AVHI,Call,2.70,,0.85,2.55,0,2,0.63164,0.12234,0.02217,-0.00819,0.03017,0.39675
"Mar 17, 2017",17.5,AVHI,Call,0.05,,,1.30,0,29,0.28744,0.13791,0.01103,-0.00586,0.0232,0.3234
"Mar 17, 2017",15.0,AVHI,Put,1.20,,,1.50,0,9,-0.36048,0.15692,-0.01419,-0.00464,0.03009,0.31209
"Mar 17, 2017",17.5,AVHI,Put,1.65,,1.10,2.80,0,6,-0.87119,0.18117,-0.01386,-0.00115,0.01707,0.22091
"Jun 16, 2017",17.5,AVHI,Call,1.50,,,2.05,0,1,0.43096,0.08813,0.02843,-0.00613,0.04659,0.40641
"Dec 16, 2016",35.0,SHLM,Call,1.30,0.50,1.70,2.55,16,5,0.9668,0.06303,0.00739,-0.01086,0.00559,0.21874
"Jan 20, 2017",35.0,SHLM,Call,2.55,,2.10,4.10,0,249,0.70102,0.07347,0.02682,-0.02553,0.0469,0.38261
"Apr 21, 2017",35.0,SHLM,Call,1.75,,4.10,5.60,0,123,0.66561,0.04475,0.07314,-0.01587,0.08166,0.3741
"Apr 21, 2017",40.0,SHLM,Call,1.70,,1.85,3.30,0,6,0.45333,0.04378,0.05137,-0.01749,0.09084,0.41294
"Apr 21, 2017",35.0,SHLM,Put,3.50,-0.50,2.90,3.80,10,10,-0.35424,0.03599,-0.04955,-0.0153,0.08224,0.48746
"Dec 16, 2016",30.0,AAON,Call,3.30,,2.45,3.60,0,0,0.68324,0.067,0.00406,-0.13984,0.0,0.59602
"Dec 16, 2016",30.0,AAON,Put,0.13,,,0.30,0,2,-0.16857,0.11252,-0.00114,-0.03988,0.01171,0.52498
"Jan 20, 2017",30.0,AAON,Call,2.88,,2.75,3.60,0,92,0.6933,0.06668,0.02217,-0.02768,0.04055,0.27837
"Jan 20, 2017",35.0,AAON,Call,0.20,,,0.75,0,16,0.18708,0.09504,0.00676,-0.01082,0.03151,0.19816
"Jan 20, 2017",30.0,AAON,Put,0.65,,0.05,0.75,0,28,-0.19993,0.10406,-0.00718,-0.00996,0.02655,0.29203
"Jan 20, 2017",35.0,AAON,Put,4.40,,2.15,3.00,0,5,-1.0,0.0,0.0,0.0,0.0,0.18897
"Apr 21, 2017",30.0,AAON,Call,4.46,,3.30,4.80,0,10,0.69051,0.05422,0.06636,-0.01258,0.06986,0.3431
"Apr 21, 2017",35.0,AAON,Call,1.75,,0.85,2.05,0,26,0.3629,0.07203,0.03839,-0.01027,0.08177,0.29888
"Apr 21, 2017",30.0,AAON,Put,1.15,,0.85,1.90,0,95,-0.31358,0.05758,-0.03595,-0.0082,0.06998,0.2872
"Dec 16, 2016",50.0,ABAX,Call,1.20,,2.85,5.10,0,24,0.06535,0.03918,0.00061,-0.02999,0.00785,0.36442
"Dec 16, 2016",55.0,ABAX,Call,0.65,,,1.05,0,41,0.05756,0.02004,0.00052,-0.04651,0.00816,0.19138
"Dec 16, 2016",50.0,ABAX,Put,1.20,,,1.20,0,7,-0.97785,0.02607,-0.00316,-0.00845,0.00597,0.51939
"Dec 16, 2016",55.0,ABAX,Put,4.00,,1.35,3.60,0,5,0.0,0.0,0.0,0.0,0.0,0.59731
"Jan 20, 2017",55.0,ABAX,Call,0.80,,0.90,5.00,0,6,0.17199,0.02946,0.00813,-0.02999,0.04503,0.41556
"Jan 20, 2017",50.0,ABAX,Put,1.65,,0.50,1.15,0,20,-0.93435,0.05207,-0.01649,-0.00446,0.01726,0.34765
"Feb 17, 2017",50.0,ABAX,Call,5.12,,4.90,6.80,0,5,0.32439,0.04356,0.02495,-0.02767,0.08236,0.32249
"Feb 17, 2017",55.0,ABAX,Call,2.20,,2.40,3.80,0,17,0.1756,0.02994,0.01376,-0.01874,0.05893,0.32231
"Feb 17, 2017",50.0,ABAX,Put,5.30,,1.75,5.00,0,3,-0.64361,0.0389,-0.05064,-0.02691,0.08113,0.61815
"Feb 17, 2017",55.0,ABAX,Put,6.50,,3.60,6.00,0,2,-0.91591,0.03021,-0.02943,-0.00627,0.03543,0.47213
"Dec 16, 2016",110.0,ABMD,Call,6.73,,7.60,9.00,0,70,0.0,0.0,0.0,0.0,0.0,0.61988
"Dec 16, 2016",115.0,ABMD,Call,4.20,0.80,3.30,4.40,5,200,0.0,0.0,0.0,0.0,0.0,0.49459
"Dec 16, 2016",120.0,ABMD,Call,1.25,0.35,1.15,1.65,41,146,0.0,0.0,0.0,0.0,0.0,0.59577
"Dec 16, 2016",125.0,ABMD,Call,0.30,0.20,0.15,0.40,7,97,0.0,0.0,0.0,0.0,0.0,0.78125
"Dec 16, 2016",110.0,ABMD,Put,0.40,,0.15,0.55,0,129,0.0,0.0,0.0,0.0,0.0,0.18761
"Dec 16, 2016",115.0,ABMD,Put,1.13,-0.27,0.90,1.30,11,229,0.0,0.0,0.0,0.0,0.0,0.23701
"Dec 16, 2016",120.0,ABMD,Put,4.20,,3.00,3.90,0,90,0.0,0.0,0.0,0.0,0.0,0.1325
"Dec 16, 2016",125.0,ABMD,Put,19.90,,6.60,8.50,0,3,0.0,0.0,0.0,0.0,0.0,0.1325
"Jan 20, 2017",110.0,ABMD,Call,5.00,,9.80,10.60,0,19,0.25648,0.00891,0.01428,-0.15376,0.0,0.38262
"Jan 20, 2017",115.0,ABMD,Call,5.00,,6.40,6.90,0,315,0.2298,0.00835,0.0129,-0.14405,0.0,0.55928
"Jan 20, 2017",120.0,ABMD,Call,4.00,0.70,3.70,4.20,13,201,0.20312,0.00779,0.01151,-0.13433,0.0,0.3422
"Jan 20, 2017",125.0,ABMD,Call,2.05,0.80,1.95,2.25,69,36,0.17643,0.00723,0.01013,-0.12462,0.0,0.47114
"Jan 20, 2017",110.0,ABMD,Put,2.35,,1.80,2.30,0,48,0.0,0.0,0.0,0.0,0.0,0.1712
