ExpDate,StrikePrice,Ticker,Type,Last,Chg,Bid,Ask,Vol,Open Int,Delta,Gamma,Rho,Theta,Vega,IV
"Dec 30, 2016",54.0,CTSH,Put,1.21,,0.55,1.05,0,10,-0.41439,0.17623,-0.01158,-0.02165,0.05056,0.36113
"Dec 30, 2016",54.5,CTSH,Put,1.67,,0.75,1.20,0,12,-0.50311,0.2079,-0.01238,-0.0194,0.05146,0.3141
"Dec 30, 2016",55.0,CTSH,Put,1.05,,0.90,1.35,0,7,-0.59169,0.18708,-0.01465,-0.01879,0.05214,0.3366
"Dec 30, 2016",56.0,CTSH,Put,2.45,,1.40,1.80,0,1,-0.98034,0.10699,0.0,0.0,0.00325,0.28695
"Dec 30, 2016",56.5,CTSH,Put,2.60,,1.75,2.05,0,17,-0.98504,0.07177,0.0,0.0,0.00155,0.28637
"Dec 30, 2016",58.5,CTSH,Put,2.65,,0.95,3.40,0,10,-1.0,0.0,0.0,0.0,0.0,0.1325
"Dec 30, 2016",59.5,CTSH,Put,4.20,,3.50,4.20,0,15,-1.0,0.0,0.0,0.0,0.0,0.2977
"Jan 06, 2017",51.5,CTSH,Call,3.70,,3.60,6.80,0,12,0.66987,0.04271,0.02441,-0.06684,0.05674,0.30102
"Jan 06, 2017",54.5,CTSH,Call,1.85,,2.70,3.00,0,12,0.52723,0.06546,0.0204,-0.05796,0.05897,0.279
"Jan 06, 2017",55.0,CTSH,Call,1.66,,2.40,2.70,0,201,0.49879,0.06315,0.01929,-0.0578,0.05936,0.28945
"Jan 06, 2017",55.5,CTSH,Call,2.14,,2.10,2.35,0,1,0.46158,0.06844,0.01806,-0.05116,0.05985,0.29712
"Jan 06, 2017",56.0,CTSH,Call,1.30,,1.85,2.10,0,1,0.44153,0.06074,0.01714,-0.05565,0.06016,0.2494
"Jan 06, 2017",56.5,CTSH,Call,1.15,,1.60,1.85,0,27,0.41316,0.05949,0.01607,-0.05463,0.06056,0.29662
"Jan 06, 2017",57.0,CTSH,Call,0.95,,1.35,1.60,0,34,0.3801,0.05975,0.01487,-0.05199,0.061,0.26655
"Jan 06, 2017",57.5,CTSH,Call,1.00,,1.15,1.40,0,14,0.33776,0.0618,0.01334,-0.04741,0.06154,0.27719
"Jan 06, 2017",58.0,CTSH,Call,1.10,-0.10,1.00,1.25,2,19,0.3174,0.05821,0.01252,-0.04872,0.06185,0.30312
"Jan 06, 2017",58.5,CTSH,Call,0.95,,0.85,1.05,0,22,0.27697,0.05877,0.01103,-0.04444,0.0416,0.3168
"Jan 06, 2017",60.0,CTSH,Call,0.75,,0.40,0.80,0,3,0.17412,0.04944,0.00704,-0.02773,0.04288,0.29176
"Jan 06, 2017",61.0,CTSH,Call,0.45,,0.25,1.15,0,154,0.1845,0.04254,0.00736,-0.03446,0.0429,0.31987
"Jan 06, 2017",61.5,CTSH,Call,0.33,,0.10,1.00,0,1,0.13989,0.03864,0.00564,-0.0268,0.04342,0.29882
"Jan 13, 2017",53.0,CTSH,Call,2.85,,3.80,5.70,0,1,0.59998,0.04144,0.02717,-0.0651,0.06444,0.44918
"Jan 13, 2017",55.5,CTSH,Call,1.55,,2.30,2.65,0,3,0.47524,0.06023,0.02287,-0.04761,0.06671,0.25075
"Jan 13, 2017",56.0,CTSH,Call,2.10,0.75,2.05,2.35,2,7,0.44872,0.05847,0.02161,-0.0473,0.06716,0.25147
"Jan 13, 2017",57.5,CTSH,Call,0.85,,1.35,1.60,0,5,0.35377,0.05865,0.0173,-0.04153,0.06873,0.28404
"Jan 13, 2017",59.5,CTSH,Call,0.68,,0.70,1.00,0,1,0.2252,0.05335,0.01125,-0.0294,0.04751,0.29006
"Jan 13, 2017",60.0,CTSH,Call,0.70,-0.07,0.65,0.90,10,10,0.19865,0.04978,0.00995,-0.02651,0.04793,0.29337
"Jan 20, 2017",52.5,CTSH,Call,5.14,-0.26,4.50,4.90,3,2977,0.62564,0.04295,0.03406,-0.05061,0.06993,0.27688
"Jan 20, 2017",55.0,CTSH,Call,2.85,-0.85,2.85,3.20,136,18276,0.51132,0.05448,0.02904,-0.04601,0.07237,0.25361
"Jan 20, 2017",57.5,CTSH,Call,1.65,-0.35,1.60,1.80,102,3771,0.37774,0.05325,0.02184,-0.03974,0.07505,0.27849
"Jan 20, 2017",60.0,CTSH,Call,0.88,-0.23,0.80,0.90,167,7498,0.22529,0.04929,0.01341,-0.02667,0.05238,0.29068
"Jan 27, 2017",58.0,CTSH,Call,1.68,,1.40,1.70,3,3,0.34211,0.05515,0.02328,-0.03191,0.08201,0.2595
"Jan 06, 2017",51.0,CTSH,Put,0.80,,0.25,2.45,0,37,-0.28425,0.04849,-0.01113,-0.04706,0.05625,0.53681
"Jan 06, 2017",51.5,CTSH,Put,0.70,,0.45,0.65,0,46,-0.22694,0.072,-0.00859,-0.02682,0.04835,0.31726
"Jan 06, 2017",52.0,CTSH,Put,0.80,,0.40,0.75,0,96,-0.2386,0.08511,-0.00861,-0.02344,0.05586,0.30316
"Jan 06, 2017",52.5,CTSH,Put,0.90,,0.55,0.85,0,44,-0.28863,0.09021,-0.01086,-0.02483,0.05652,0.37213
"Jan 06, 2017",53.0,CTSH,Put,0.90,,0.70,0.95,0,119,-0.32363,0.10406,-0.01228,-0.02306,0.05695,0.34523
"Jan 06, 2017",53.5,CTSH,Put,1.20,,0.85,1.10,0,7,-0.38468,0.10334,-0.01492,-0.02668,0.05779,0.35529
"Jan 06, 2017",54.0,CTSH,Put,1.15,,0.95,1.25,0,5,-0.42104,0.14816,-0.01574,-0.01958,0.05821,0.31811
"Jan 06, 2017",55.0,CTSH,Put,1.85,,1.25,1.60,0,2,-0.56879,0.15757,-0.01859,-0.01721,0.05989,0.35433
"Jan 06, 2017",55.5,CTSH,Put,2.50,,1.30,1.80,0,12,-0.63818,0.14682,-0.01986,-0.01665,0.06052,0.29214
"Jan 06, 2017",57.0,CTSH,Put,3.08,,2.20,2.55,0,5,-1.0,0.03765,0.0,0.0,0.0,0.28238
"Jan 06, 2017",58.0,CTSH,Put,2.85,,2.85,3.20,13,13,-1.0,0.0,0.0,0.0,0.0,0.36091
"Jan 06, 2017",60.5,CTSH,Put,4.70,,4.50,5.20,0,26,-1.0,0.0,0.0,0.0,0.0,0.35399
"Jan 06, 2017",61.0,CTSH,Put,4.50,,4.90,5.60,0,25,-1.0,0.0,0.0,0.0,0.0,0.31892
"Jan 13, 2017",51.0,CTSH,Put,1.00,,0.35,1.05,0,2,-0.20474,0.06298,-0.01049,-0.02082,0.04119,0.36644
"Jan 13, 2017",51.5,CTSH,Put,1.25,,0.35,0.90,0,5,-0.21826,0.07257,-0.01024,-0.01992,0.04423,0.33305
"Jan 13, 2017",52.0,CTSH,Put,1.40,,0.45,0.90,0,40,-0.25299,0.08008,-0.01159,-0.02037,0.06217,0.33714
"Jan 13, 2017",52.5,CTSH,Put,1.25,,0.60,1.05,0,131,-0.31906,0.07593,-0.01542,-0.02527,0.0633,0.36986
"Jan 13, 2017",53.0,CTSH,Put,1.75,,0.75,1.15,0,44,-0.34524,0.08869,-0.0165,-0.0227,0.06371,0.34263
"Jan 13, 2017",54.0,CTSH,Put,1.15,-1.15,1.10,1.45,1,0,-0.42566,0.12675,-0.01889,-0.0185,0.06498,0.34698
"Jan 13, 2017",55.0,CTSH,Put,2.15,,1.35,1.75,0,1,-0.54609,0.12597,-0.02224,-0.01792,0.06697,0.28242
"Jan 13, 2017",56.5,CTSH,Put,3.60,,2.10,2.50,0,60,-0.81623,0.14898,-0.02186,-0.00665,0.04518,0.31313
"Jan 13, 2017",61.5,CTSH,Put,5.10,,5.30,6.20,0,12,-1.0,0.0,0.0,0.0,0.0,0.32471
"Jan 20, 2017",52.5,CTSH,Put,1.00,0.15,0.85,1.10,9,5034,-0.32237,0.07317,-0.01845,-0.02177,0.06908,0.35898
"Jan 20, 2017",55.0,CTSH,Put,1.80,0.37,1.75,1.90,92,4124,-0.52602,0.09731,-0.02699,-0.02014,0.07294,0.33228
"Jan 20, 2017",57.5,CTSH,Put,3.00,0.35,2.90,3.10,97,2172,-1.0,0.0,0.0,0.0,0.0,0.29547
"Jan 20, 2017",60.0,CTSH,Put,4.40,-2.16,4.50,4.90,2,746,-1.0,0.0,0.0,0.0,0.0,0.31354
"Apr 21, 2017",52.5,CTSH,Call,7.00,,6.10,6.60,0,586,0.63293,0.03212,0.10308,-0.02399,0.12188,0.28441
"Apr 21, 2017",55.0,CTSH,Call,4.82,-0.65,4.60,5.10,29,31646,0.55048,0.03909,0.09379,-0.02252,0.12701,0.28026
"Apr 21, 2017",57.5,CTSH,Call,3.70,-0.10,3.30,3.80,4,1291,0.46974,0.0355,0.08,-0.02259,0.132,0.24205
"Apr 21, 2017",60.0,CTSH,Call,2.60,-0.20,2.35,2.70,1,1238,0.37831,0.03569,0.0659,-0.02055,0.13758,0.27971
"Apr 21, 2017",52.5,CTSH,Put,2.25,,2.45,2.70,0,509,-0.36055,0.04322,-0.06677,-0.01213,0.12148,0.38018
"Apr 21, 2017",55.0,CTSH,Put,3.50,0.40,3.40,3.70,57,311,-0.47554,0.05243,-0.07518,-0.01144,0.12737,0.348
"Apr 21, 2017",57.5,CTSH,Put,4.50,-1.00,4.60,4.90,1,511,-0.61421,0.05785,-0.09066,-0.00878,0.13226,0.33527
"Apr 21, 2017",60.0,CTSH,Put,6.00,-1.10,6.00,6.40,2,142,-0.8143,0.064,-0.05809,-0.00339,0.08387,0.34497
"Jul 21, 2017",52.5,CTSH,Call,7.80,0.50,7.30,8.00,40,154,0.64444,0.02749,0.17087,-0.01772,0.15577,0.27867
"Jul 21, 2017",55.0,CTSH,Call,6.40,0.60,5.90,6.50,50,228,0.5755,0.03284,0.15981,-0.01691,0.1629,0.24997
"Jul 21, 2017",57.5,CTSH,Call,4.70,-0.50,4.60,5.00,30,322,0.49691,0.03358,0.14063,-0.01565,0.17099,0.26786
"Jul 21, 2017",60.0,CTSH,Call,3.80,,3.50,4.00,17,168,0.45249,0.02728,0.12455,-0.01774,0.17564,0.24741
"Jul 21, 2017",52.5,CTSH,Put,3.70,,3.50,3.90,0,46,-0.36785,0.03082,-0.11291,-0.01028,0.15671,0.36474
"Jul 21, 2017",55.0,CTSH,Put,4.40,-0.30,4.40,4.90,13,571,-0.44675,0.03384,-0.1249,-0.01036,0.16338,0.34431
"Jul 21, 2017",57.5,CTSH,Put,5.60,-0.40,5.60,6.10,9,117,-0.54323,0.04023,-0.14261,-0.00785,0.16856,0.30618
"Jul 21, 2017",60.0,CTSH,Put,6.90,-0.20,7.00,7.50,10,52,-0.6232,0.03799,-0.14748,-0.00761,0.17085,0.36592
"Jan 19, 2018",52.5,CTSH,Call,10.60,,9.20,10.00,0,203,0.66227,0.01984,0.29191,-0.01408,0.20459,0.23367
"Jan 19, 2018",55.0,CTSH,Call,7.20,,7.80,8.60,0,173,0.61256,0.02384,0.28624,-0.01339,0.21392,0.25975
"Jan 19, 2018",57.5,CTSH,Call,6.90,0.40,6.60,7.00,12,201,0.55418,0.0254,0.26613,-0.01247,0.22482,0.24997
"Jan 19, 2018",60.0,CTSH,Call,5.70,-0.38,5.40,5.80,1,396,0.50826,0.02307,0.24124,-0.013,0.23328,0.2381
"Jan 19, 2018",52.5,CTSH,Put,5.00,,5.20,5.50,0,447,-0.35889,0.02378,-0.192,-0.00692,0.20649,0.36231
"Jan 19, 2018",55.0,CTSH,Put,6.00,,6.20,6.60,0,1223,-0.42501,0.02862,-0.20656,-0.00617,0.21529,0.36691
"Jan 19, 2018",57.5,CTSH,Put,7.80,,7.20,7.80,0,105,-0.48347,0.02798,-0.23892,-0.00614,0.22228,0.3349
"Jan 19, 2018",60.0,CTSH,Put,9.20,,8.60,9.20,0,218,-0.54951,0.02924,-0.25027,-0.00541,0.22665,0.31227
"Jan 18, 2019",52.5,CTSH,Call,11.67,,11.70,13.20,0,14,0.7007,0.01639,0.54855,-0.00983,0.26681,0.25326
"Jan 18, 2019",55.0,CTSH,Call,11.91,3.41,10.40,12.00,2,6,0.66361,0.01997,0.55658,-0.00944,0.28009,0.21872
"Jan 18, 2019",57.5,CTSH,Call,10.41,,9.40,10.50,0,33,0.622,0.01772,0.50633,-0.00996,0.29452,0.2491
"Jan 18, 2019",60.0,CTSH,Call,9.47,0.47,8.30,9.50,2,39,0.57141,0.02051,0.49176,-0.00912,0.31302,0.21841
"Jan 18, 2019",52.5,CTSH,Put,7.80,,6.60,7.80,0,19,-0.34015,0.01633,-0.34829,-0.00478,0.27406,0.32102
"Jan 18, 2019",55.0,CTSH,Put,7.70,,7.70,9.00,0,1065,-0.39145,0.02081,-0.36162,-0.00405,0.28493,0.35398
"Jan 18, 2019",57.5,CTSH,Put,10.60,,8.90,10.30,0,4,-0.41555,0.01729,-0.42872,-0.00491,0.29335,0.35669
"Jan 18, 2019",60.0,CTSH,Put,13.65,,10.20,11.60,0,8,-0.48631,0.02273,-0.39563,-0.00326,0.29529,0.31456
"Dec 16, 2016",125.0,COHR,Call,5.50,,10.70,12.60,0,13,0.91796,0.01742,0.02484,-0.11989,0.0463,0.42859
"Dec 16, 2016",130.0,COHR,Call,1.50,,6.50,7.30,0,57,0.84048,0.03672,0.02358,-0.13039,0.05004,0.31071
"Dec 16, 2016",135.0,COHR,Call,2.40,0.90,2.90,3.50,20,20,0.60637,0.07103,0.01747,-0.16416,0.0776,0.2919
"Dec 16, 2016",140.0,COHR,Call,0.90,,0.90,1.20,0,16,0.28446,0.05809,0.00828,-0.15954,0.08056,0.33093
"Dec 16, 2016",125.0,COHR,Put,1.15,,0.35,0.55,0,92,-0.09948,0.01843,-0.00269,-0.12073,0.04919,0.47698
"Dec 16, 2016",130.0,COHR,Put,1.10,-1.50,0.80,1.05,2,16,-0.17941,0.03675,-0.00513,-0.13236,0.0502,0.38545
"Dec 16, 2016",140.0,COHR,Put,14.00,,4.70,5.40,0,10,-0.67512,0.04967,-0.0171,-0.18335,0.0801,0.34067
"Jan 20, 2017",125.0,COHR,Call,12.50,,13.20,14.00,0,15,0.80148,0.01823,0.11245,-0.075,0.11161,0.28137
"Jan 20, 2017",130.0,COHR,Call,6.60,,9.50,10.20,0,10,0.69432,0.02255,0.09935,-0.08597,0.17335,0.36459
"Jan 20, 2017",135.0,COHR,Call,5.72,3.12,6.30,6.90,40,74,0.57501,0.02807,0.08444,-0.08896,0.1793,0.29109
"Jan 20, 2017",140.0,COHR,Call,3.17,0.17,4.10,4.50,2,13,0.44158,0.02812,0.06577,-0.08305,0.1859,0.28664
"Jan 20, 2017",125.0,COHR,Put,2.35,-1.35,2.30,2.70,10,65,-0.23477,0.01684,-0.03357,-0.07761,0.1693,0.3583
"Jan 20, 2017",130.0,COHR,Put,8.40,,3.50,3.90,0,45,-0.32087,0.02129,-0.04849,-0.07543,0.17398,0.37833
"Feb 17, 2017",125.0,COHR,Call,14.70,,16.30,17.40,0,12,0.7266,0.01328,0.15899,-0.0809,0.21666,0.46672
"Feb 17, 2017",130.0,COHR,Call,10.50,,12.90,14.00,0,12,0.65691,0.01574,0.14778,-0.08154,0.22288,0.39877
"Feb 17, 2017",125.0,COHR,Put,7.40,,5.20,6.20,0,89,-0.28496,0.01289,-0.07351,-0.06827,0.21732,0.5118
"Feb 17, 2017",130.0,COHR,Put,9.20,,6.80,7.60,0,70,-0.35769,0.01406,-0.09472,-0.0754,0.22372,0.41736
"May 19, 2017",125.0,COHR,Call,14.40,,21.00,22.30,0,24,0.71126,0.01045,0.33742,-0.05115,0.32079,0.37396
"May 19, 2017",130.0,COHR,Call,16.50,,18.00,19.30,0,2,0.65105,0.01087,0.31142,-0.05654,0.33205,0.35029
"May 19, 2017",140.0,COHR,Call,9.50,1.70,13.00,14.20,1,2,0.5454,0.01132,0.26738,-0.06125,0.35237,0.35072
"May 19, 2017",125.0,COHR,Put,10.00,,9.60,10.60,20,20,-0.31974,0.00812,-0.21001,-0.05063,0.32445,0.43609
"May 19, 2017",130.0,COHR,Put,12.20,-1.70,11.60,12.40,30,22,-0.36051,0.01031,-0.22332,-0.04398,0.33377,0.45004
"May 19, 2017",135.0,COHR,Put,14.40,,14.40,14.60,305,305,-0.41309,0.01053,-0.23252,-0.05008,0.34342,0.40584
"May 19, 2017",140.0,COHR,Put,16.40,,16.40,17.60,8,8,-0.46124,0.01063,-0.26181,-0.04883,0.35271,0.42004
"Dec 16, 2016",30.0,CHRS,Call,0.65,,0.05,1.10,0,38,0.22572,0.06699,0.00113,-0.10105,0.0,0.8267
"Dec 16, 2016",30.0,CHRS,Put,2.40,,1.55,4.00,0,14,-0.96694,0.03855,-0.00228,-0.00903,0.00421,0.82908
"Feb 17, 2017",30.0,CHRS,Call,2.40,,1.50,2.95,0,30,0.39462,0.04612,0.01578,-0.02756,0.04732,0.62739
"Feb 17, 2017",30.0,CHRS,Put,6.39,,3.90,5.40,0,106,-0.70256,0.06242,-0.02851,-0.0157,0.04267,0.69457
"Dec 16, 2016",12.5,COHU,Call,0.40,,0.15,0.70,0,3,0.2984,0.15594,0.00063,-0.06126,0.0,0.2267
"Jan 20, 2017",12.5,COHU,Call,0.75,,0.40,0.90,0,1,0.3722,0.128,0.00398,-0.01573,0.01556,0.24209
"Jan 20, 2017",12.5,COHU,Put,0.50,,0.10,0.65,0,1,-1.0,0.0,0.0,0.0,0.0,0.33832
"Feb 17, 2017",12.5,COHU,Call,0.85,,0.60,1.20,0,256,0.4147,0.11123,0.00704,-0.01162,0.0199,0.27474
"Feb 17, 2017",12.5,COHU,Put,1.40,,0.35,0.95,0,32,-1.0,0.0,0.0,0.0,0.0,0.41142
"May 19, 2017",12.5,COHU,Call,1.15,,1.00,1.55,0,177,0.48641,0.08499,0.01718,-0.0072,0.02961,0.24684
"Dec 16, 2016",20.0,CLCT,Call,1.00,,0.45,1.60,0,7,1.0,0.0,0.00438,-0.00295,0.0,0.02389
"Jan 20, 2017",20.0,CLCT,Call,0.80,,0.75,1.95,0,12,1.0,0.0,0.02341,-0.00294,0.0,0.05324
"Jan 20, 2017",22.5,CLCT,Call,0.30,,,0.60,0,32,0.23261,0.25401,0.00574,-0.00568,0.02102,0.16832
"Jan 20, 2017",20.0,CLCT,Put,0.25,,,0.90,0,31,-0.24633,0.13133,-0.00551,-0.01019,0.02677,0.34835
"Apr 21, 2017",20.0,CLCT,Call,0.75,,1.15,2.60,0,1,0.89116,0.12619,0.06346,-0.00374,0.02503,0.11729
"Apr 21, 2017",22.5,CLCT,Call,0.20,,0.20,1.20,0,27,0.40775,0.16525,0.02992,-0.00516,0.05408,0.18656
"Dec 16, 2016",15.0,COLL,Call,1.75,,0.10,5.00,0,23,0.69195,0.0768,0.00192,-0.11742,0.0,1.90623
"Dec 16, 2016",15.0,COLL,Put,0.70,,0.05,5.00,0,2,-0.31175,0.07382,-0.00121,-0.12128,0.0,1.99414
"Mar 17, 2017",15.0,COLL,Call,6.70,,3.00,7.50,0,2,0.69716,0.02987,0.01675,-0.02528,0.0,1.38225
"Mar 17, 2017",15.0,COLL,Put,2.90,,2.00,6.50,0,503,-0.29265,0.0255,-0.02109,-0.02671,0.0,1.59776
"Dec 16, 2016",40.0,CLCD,Call,2.45,,0.05,4.90,0,44,0.49972,0.0565,0.00371,-0.21758,0.0,1.07041
"Jan 20, 2017",40.0,CLCD,Call,2.50,,1.75,6.70,0,70,0.54231,0.03526,0.01981,-0.06695,0.05216,0.71093
"Apr 21, 2017",40.0,CLCD,Call,8.08,,5.60,10.60,0,4,0.59923,0.0202,0.05749,-0.03694,0.08946,0.8032
"Jul 21, 2017",40.0,CLCD,Call,9.50,,8.00,13.00,0,1,0.63943,0.01442,0.08897,-0.02922,0.11202,0.78678
"Dec 16, 2016",60.0,COLM,Call,2.55,,3.30,3.70,0,39,0.47451,0.03787,0.00514,-0.32114,0.0,0.63848
"Dec 16, 2016",65.0,COLM,Call,0.40,,0.30,0.50,0,100,0.11896,0.03784,0.00142,-0.07931,0.02363,0.36676
"Dec 16, 2016",60.0,COLM,Put,0.49,,0.10,0.40,0,3,-1.0,0.0,0.0,0.0,0.0,0.24058
"Dec 16, 2016",65.0,COLM,Put,3.40,,2.00,2.60,0,1,-1.0,0.0,0.0,0.0,0.0,0.13834
"Jan 20, 2017",60.0,COLM,Call,4.30,0.94,4.30,4.60,21,267,0.48871,0.03602,0.02873,-0.06507,0.07841,0.39904
"Jan 20, 2017",65.0,COLM,Call,1.02,,1.40,1.60,0,111,0.26658,0.0385,0.01665,-0.0422,0.0557,0.34803
"Jan 20, 2017",60.0,COLM,Put,3.20,,0.95,1.35,0,21,-0.86935,0.18622,-0.01932,-0.00273,0.04194,0.25268
"Jan 20, 2017",65.0,COLM,Put,6.80,,3.00,3.50,0,10,-1.0,0.0,0.0,0.0,0.0,0.12198
"Apr 21, 2017",60.0,COLM,Call,6.30,0.50,6.30,6.90,34,1349,0.54524,0.0228,0.0911,-0.03512,0.13664,0.32218
"Apr 21, 2017",65.0,COLM,Call,3.44,0.04,3.40,4.20,2,50,0.40586,0.02645,0.07251,-0.02756,0.14611,0.3483
"Apr 21, 2017",60.0,COLM,Put,5.70,,3.20,3.70,0,48,-0.542,0.05667,-0.088,-0.00954,0.13929,0.29621
"Apr 21, 2017",65.0,COLM,Put,9.80,,5.50,6.10,0,16,-1.0,0.01836,0.0,0.0,0.0,0.33047
"Jul 21, 2017",60.0,COLM,Call,8.00,3.10,7.20,8.40,2,2,0.56411,0.02127,0.15528,-0.02361,0.17578,0.28473
"Dec 16, 2016",25.0,CMCO,Call,0.70,,0.90,1.45,0,51,0.98238,0.0548,0.00537,-0.00619,0.00398,0.21035
"Dec 16, 2016",25.0,CMCO,Put,1.25,,,0.45,0,20,-0.21141,0.14389,-0.00121,-0.04366,0.00978,0.54027
"Jan 20, 2017",25.0,CMCO,Put,0.65,0.10,0.60,0.90,75,203,-0.29615,0.09937,-0.00864,-0.01531,0.03359,0.39659
"Mar 17, 2017",25.0,CMCO,Call,2.50,,2.00,2.55,0,17,0.78696,0.1182,0.05087,-0.00729,0.04757,0.19023
"Mar 17, 2017",25.0,CMCO,Put,1.30,,1.30,1.65,0,19,-0.3391,0.0641,-0.02454,-0.01114,0.0507,0.42303
"Dec 02, 2016",63.0,CMCSA,Call,7.20,,,,0,0,1.0,0.0,0.0,-0.00864,0.0,1.90625
"Dec 02, 2016",63.5,CMCSA,Call,4.88,,,,0,0,1.0,0.0,0.0,-0.00871,0.0,1.99414
"Dec 02, 2016",64.0,CMCSA,Call,6.20,,,,0,0,1.0,0.0,0.0,-0.00878,0.0,1.99414
"Dec 02, 2016",64.5,CMCSA,Call,1.94,,,,0,0,1.0,0.0,0.0,-0.00884,0.0,1.625
"Dec 02, 2016",65.0,CMCSA,Call,3.70,,,,0,0,1.0,0.0,0.0,-0.00891,0.0,0.1325
"Dec 02, 2016",65.5,CMCSA,Call,3.65,,,,0,0,1.0,0.0,0.0,-0.00898,0.0,0.60789
"Dec 02, 2016",66.0,CMCSA,Call,2.28,,,,0,0,1.0,0.0,0.0,-0.00905,0.0,0.51025
"Dec 02, 2016",66.5,CMCSA,Call,3.84,,,,0,0,1.0,0.0,0.0,-0.00912,0.0,0.08281
"Dec 02, 2016",67.0,CMCSA,Call,2.25,,,,0,0,1.0,0.0,0.0,-0.00919,0.0,0.02022
"Dec 02, 2016",67.5,CMCSA,Call,2.15,,,,0,0,1.0,0.0,0.0,-0.00926,0.0,0.01264
"Dec 02, 2016",68.0,CMCSA,Call,0.75,,,,0,0,1.0,0.0,0.0,-0.00932,0.0,0.1325
"Dec 02, 2016",68.5,CMCSA,Call,0.21,,,,0,0,1.0,0.0,0.0,-0.00939,0.0,0.01017
"Dec 02, 2016",69.0,CMCSA,Call,0.01,,,,0,112,0.05097,0.78744,0.0,-5.94857,0.0,1.02933
"Dec 09, 2016",62.5,CMCSA,Call,6.55,4.49,6.55,6.80,1201,1356,0.95469,0.02543,0.00135,-0.24308,0.0,0.05176
"Dec 09, 2016",63.0,CMCSA,Call,5.88,,5.75,6.50,0,15,0.99094,0.0096,0.00142,-0.04802,0.00087,0.08281
"Dec 09, 2016",63.5,CMCSA,Call,5.11,,5.20,6.00,0,13,0.98514,0.01542,0.00143,-0.07155,0.00087,0.1325
"Dec 09, 2016",64.0,CMCSA,Call,5.22,0.33,4.90,5.80,3,43,0.78661,0.05009,0.00111,-1.24505,0.0,1.15947
"Dec 09, 2016",64.5,CMCSA,Call,4.20,,4.25,5.00,0,213,0.95031,0.04153,0.00139,-0.17671,0.00351,0.05161
"Dec 09, 2016",65.0,CMCSA,Call,3.05,,3.85,4.60,0,46,0.86807,0.0681,0.00127,-0.46478,0.00824,0.14141
"Dec 09, 2016",65.5,CMCSA,Call,3.65,,3.60,3.80,0,1211,0.82878,0.08221,0.00122,-0.54838,0.00827,0.01057
"Dec 09, 2016",66.0,CMCSA,Call,2.44,,2.94,5.00,0,3,0.6667,0.05944,0.00095,-1.54863,0.0,1.30444
"Dec 09, 2016",66.5,CMCSA,Call,2.49,-0.36,2.64,2.81,1,120,0.78591,0.12343,0.00118,-0.50639,0.00834,0.07852
"Dec 09, 2016",67.0,CMCSA,Call,2.24,-0.13,2.12,2.31,5,83,0.72319,0.14239,0.00109,-0.58188,0.01256,0.01624
"Dec 09, 2016",67.5,CMCSA,Call,1.71,-0.23,1.61,1.83,13,39,0.65696,0.1674,0.00099,-0.56636,0.01261,0.10414
"Dec 09, 2016",68.0,CMCSA,Call,1.05,-0.37,1.21,1.36,10,49,0.57473,0.1952,0.00087,-0.56662,0.01267,0.21879
"Dec 09, 2016",68.5,CMCSA,Call,0.81,-0.07,0.76,0.86,11,59,0.47732,0.22967,0.00073,-0.5175,0.01272,0.18279
"Dec 09, 2016",69.0,CMCSA,Call,0.42,-0.10,0.41,0.49,18,123,0.30899,0.28988,0.00048,-0.30825,0.01281,0.1869
"Dec 09, 2016",69.5,CMCSA,Call,0.17,-0.16,0.18,0.22,6,61,0.20887,0.21649,0.00032,-0.27178,0.00858,0.20598
"Dec 09, 2016",70.0,CMCSA,Call,0.08,-0.08,0.06,0.09,20,271,0.08598,0.13472,0.00013,-0.13486,0.0037,0.21872
"Dec 09, 2016",70.5,CMCSA,Call,0.10,,0.02,0.04,0,1024,0.05052,0.08027,8e-05,-0.08881,0.00372,0.25619
"Dec 09, 2016",71.0,CMCSA,Call,0.55,,,0.03,0,4,0.04238,0.05885,7e-05,-0.09015,0.00373,0.29779
"Dec 16, 2016",62.5,CMCSA,Call,5.95,,6.40,7.10,0,1807,0.82876,0.03786,0.01074,-0.13347,0.02456,0.01586
"Dec 16, 2016",65.0,CMCSA,Call,4.27,-0.13,4.15,4.40,10,6521,0.80521,0.06722,0.01098,-0.09312,0.02497,0.01017
"Dec 16, 2016",65.5,CMCSA,Call,3.75,,3.50,4.15,0,5,0.77346,0.07504,0.0106,-0.10385,0.02512,0.14468
"Dec 16, 2016",66.0,CMCSA,Call,3.30,-0.25,3.20,3.40,1,3,0.7467,0.08451,0.0103,-0.10362,0.03785,0.10138
"Dec 16, 2016",66.5,CMCSA,Call,2.84,-0.15,2.80,2.97,5,39,0.72156,0.09864,0.01004,-0.09459,0.03799,0.18025
"Dec 16, 2016",67.0,CMCSA,Call,2.54,,2.40,2.49,0,67,0.67618,0.11039,0.00946,-0.09312,0.03821,0.17908
"Dec 16, 2016",67.5,CMCSA,Call,2.03,-0.15,1.97,2.05,273,4289,0.62178,0.1214,0.00874,-0.09427,0.03846,0.17286
"Dec 16, 2016",68.0,CMCSA,Call,1.60,-0.18,1.59,1.65,17,181,0.56383,0.13598,0.00797,-0.09384,0.03872,0.20202
"Dec 16, 2016",68.5,CMCSA,Call,1.22,-0.09,1.24,1.29,104,744,0.49941,0.1445,0.0071,-0.09317,0.03901,0.17594
