ExpDate,StrikePrice,Ticker,Type,Last,Chg,Bid,Ask,Vol,Open Int,Delta,Gamma,Rho,Theta,Vega,IV,currentDate,YTM
10-Mar-17,113,CELG,Put,0.43,-0.25,0.31,0.39,1,33,-0.07208,0.02291,-0.00486,-0.02286,0.03166,0.21872,2/17/17,21
10-Mar-17,114,CELG,Put,0.5,-0.34,0.41,0.49,19,41,-0.10451,0.0295,-0.00657,-0.0292,0.06844,0.21872,2/17/17,21
10-Mar-17,115,CELG,Put,0.71,-0.42,0.55,0.63,12,28,-0.17436,0.03672,-0.01159,-0.04738,0.0702,0.21872,2/17/17,21
10-Mar-17,116,CELG,Put,0.97,-0.45,0.72,0.79,5,13,-0.20958,0.04227,-0.01393,-0.05437,0.07127,0.21872,2/17/17,21
10-Mar-17,117,CELG,Put,0.99,-0.59,0.92,1,31,48,-0.25368,0.04719,-0.01505,-0.0603,0.10769,0.21872,2/17/17,21
10-Mar-17,119,CELG,Put,1.65,-0.78,1.47,1.58,3,18,-0.35231,0.05672,-0.02184,-0.06183,0.10984,0.21872,2/17/17,21
10-Mar-17,120,CELG,Put,2.13,-1.02,1.84,1.95,22,21,-0.4093,0.06076,-0.02547,-0.06507,0.11113,0.21583,2/17/17,21
10-Mar-17,121,CELG,Put,2.64,,2.25,2.41,8,0,-0.46892,0.06552,-0.02596,-0.06768,0.11246,0.20617,2/17/17,21
10-Mar-17,122,CELG,Put,3.25,,2.75,2.94,0,5,-0.52819,0.06323,-0.02904,-0.0653,0.11361,0.2258,2/17/17,21
10-Mar-17,124,CELG,Put,4.35,-1.67,3.95,4.15,1,26,-0.64545,0.05891,-0.03604,-0.05815,0.1155,0.21593,2/17/17,21
10-Mar-17,125,CELG,Put,5.49,,3.3,6.15,2,0,-0.71335,0.05855,-0.03516,-0.05279,0.11145,0.2272,2/17/17,21
10-Mar-17,129,CELG,Put,8.31,-1.46,8,8.25,2,1,-0.87458,0.03743,-0.03202,-0.02926,0.07555,0.21594,2/17/17,21
10-Mar-17,130,CELG,Put,9.32,,7.55,9.75,3,0,-1,0,0,0,0,0.1325,2/17/17,21
17-Mar-17,110,CELG,Put,0.35,-0.25,0.32,0.36,79,1542,-0.08331,0.01731,-0.00684,-0.02852,0.07767,0.27897,2/17/17,28
17-Mar-17,115,CELG,Put,0.95,-0.51,0.88,0.94,275,881,-0.20696,0.03494,-0.01845,-0.04839,0.08192,0.2292,2/17/17,28
17-Mar-17,120,CELG,Put,2.38,-1.15,2.3,2.4,128,673,-0.40977,0.05703,-0.03345,-0.05134,0.12803,0.2437,2/17/17,28
17-Mar-17,125,CELG,Put,5.16,-1.49,5.05,5.25,23,46,-0.65722,0.04752,-0.04635,-0.05262,0.13427,0.21872,2/17/17,28
17-Mar-17,130,CELG,Put,10.5,-0.45,9.1,9.35,5,19,-0.84995,0.03393,-0.04621,-0.02942,0.08765,0.24801,2/17/17,28
24-Mar-17,110,CELG,Put,0.53,-0.2,0.46,0.52,2,47,-0.11283,0.01864,-0.01219,-0.03041,0.08682,0.24997,2/17/17,35
24-Mar-17,111,CELG,Put,0.64,-0.09,0.55,0.62,3,62,-0.13708,0.0213,-0.01512,-0.03458,0.0877,0.28125,2/17/17,35
24-Mar-17,112,CELG,Put,1.09,,0.65,0.74,0,16,-0.10071,0.02229,-0.0106,-0.02164,0.08586,0.24997,2/17/17,35
24-Mar-17,113,CELG,Put,1.26,,0.78,0.88,0,29,-0.13112,0.0266,-0.01424,-0.02561,0.08703,0.21872,2/17/17,35
24-Mar-17,115,CELG,Put,1.33,-0.31,1.15,1.23,1,15,-0.22966,0.03302,-0.02258,-0.04763,0.13646,0.26713,2/17/17,35
24-Mar-17,116,CELG,Put,1.6,-0.41,1.37,1.46,10,23,-0.22524,0.04002,-0.02187,-0.03797,0.1294,0.24997,2/17/17,35
24-Mar-17,117,CELG,Put,1.83,-0.47,1.63,1.72,40,40,-0.29596,0.03852,-0.03065,-0.04744,0.13882,0.24997,2/17/17,35
24-Mar-17,118,CELG,Put,2.19,-0.86,1.93,2.04,10,12,-0.33717,0.04055,-0.0351,-0.04942,0.14036,0.21872,2/17/17,35
24-Mar-17,119,CELG,Put,3.15,,2.27,2.39,0,15,-0.36567,0.04816,-0.03831,-0.04381,0.14129,0.24997,2/17/17,35
24-Mar-17,120,CELG,Put,2.75,-0.8,2.65,2.79,7,2,-0.42063,0.04485,-0.04369,-0.0537,0.14345,0.21872,2/17/17,35
24-Mar-17,122,CELG,Put,4,-2.79,3.55,3.75,1,1,-0.50861,0.04746,-0.04689,-0.05229,0.14643,0.25388,2/17/17,35
24-Mar-17,123,CELG,Put,4.65,,4.1,4.35,0,6,-0.54972,0.04527,-0.05196,-0.05163,0.14793,0.24997,2/17/17,35
24-Mar-17,125,CELG,Put,6.37,,5.35,5.65,0,10,-0.63525,0.04339,-0.05845,-0.04707,0.15011,0.2182,2/17/17,35
24-Mar-17,128,CELG,Put,12.55,,6.95,8.75,0,4,-0.78898,0.0419,-0.0522,-0.02839,0.10027,0.21768,2/17/17,35
21-Apr-17,110,CELG,Call,12.45,2.05,12.35,12.6,51,3153,0.90047,0.01728,0.16637,-0.03098,0.11022,0.16752,2/17/17,63
21-Apr-17,115,CELG,Call,8.5,1.6,8.45,8.6,1287,5764,0.77055,0.02986,0.14638,-0.04336,0.17869,0.18542,2/17/17,63
21-Apr-17,120,CELG,Call,5.32,1.35,5.25,5.35,998,13710,0.60253,0.04242,0.11788,-0.04438,0.19026,0.21176,2/17/17,63
21-Apr-17,125,CELG,Call,2.97,0.88,2.93,3,826,4415,0.42823,0.03326,0.08353,-0.04987,0.20223,0.21811,2/17/17,63
21-Apr-17,130,CELG,Call,1.51,0.51,1.46,1.54,742,3963,0.24016,0.03155,0.04823,-0.03265,0.14547,0.22956,2/17/17,63
21-Apr-17,110,CELG,Put,1.32,-0.38,1.22,1.28,210,3655,-0.13898,0.01885,-0.02789,-0.02139,0.11367,0.2728,2/17/17,63
21-Apr-17,115,CELG,Put,2.39,-0.65,2.25,2.34,185,3994,-0.26187,0.02823,-0.04782,-0.03164,0.18129,0.24292,2/17/17,63
21-Apr-17,120,CELG,Put,4.15,-1.24,4,4.1,149,11229,-0.42396,0.03284,-0.0751,-0.0403,0.19197,0.25929,2/17/17,63
21-Apr-17,125,CELG,Put,6.95,-1.45,6.55,6.8,56,330,-0.60409,0.03894,-0.0939,-0.029,0.20047,0.24997,2/17/17,63
21-Apr-17,130,CELG,Put,10.5,-0.65,10.1,10.35,13,272,-0.77961,0.03447,-0.09178,-0.02047,0.13391,0.24997,2/17/17,63
16-Jun-17,110,CELG,Call,14.44,1.88,14.3,14.6,51,1314,0.81732,0.01704,0.27537,-0.03454,0.15471,0.21542,2/17/17,119
16-Jun-17,115,CELG,Call,10.69,1.14,10.8,11.05,28,3653,0.72693,0.02265,0.2528,-0.03578,0.24416,0.24997,2/17/17,119
16-Jun-17,120,CELG,Call,7.9,1.25,7.85,8.05,71,4106,0.5972,0.02395,0.20961,-0.04266,0.26122,0.21628,2/17/17,119
16-Jun-17,125,CELG,Call,5.5,0.95,5.45,5.6,363,3843,0.47521,0.02709,0.17172,-0.03664,0.27707,0.21872,2/17/17,119
16-Jun-17,130,CELG,Call,3.56,0.65,3.6,3.75,176,2795,0.34591,0.02575,0.12718,-0.03312,0.29395,0.21872,2/17/17,119
16-Jun-17,110,CELG,Put,3.15,-0.54,2.97,3.1,46,3015,-0.25179,0.01452,-0.09188,-0.03102,0.2424,0.32157,2/17/17,119
16-Jun-17,115,CELG,Put,4.6,-0.67,4.45,4.55,4,2149,-0.32613,0.01808,-0.12112,-0.03018,0.25158,0.30493,2/17/17,119
16-Jun-17,120,CELG,Put,6.6,-0.78,6.4,6.55,3,1191,-0.41897,0.02571,-0.13643,-0.0263,0.26255,0.27914,2/17/17,119
16-Jun-17,125,CELG,Put,9.1,-1.6,9,9.15,6,1069,-0.52623,0.02261,-0.16922,-0.02827,0.27381,0.28086,2/17/17,119
16-Jun-17,130,CELG,Put,13.75,,12.1,12.35,0,215,-0.64535,0.02381,-0.18469,-0.02369,0.2794,0.27525,2/17/17,119
21-Jul-17,110,CELG,Call,14.23,,14.8,15.55,0,289,0.84802,0.01682,0.37229,-0.02641,0.16562,0.23136,2/17/17,154
21-Jul-17,115,CELG,Call,11.74,1.22,11.8,12.1,1,446,0.69917,0.0182,0.30472,-0.03616,0.28009,0.21872,2/17/17,154
21-Jul-17,120,CELG,Call,9,1.35,8.85,9.1,45,1224,0.60434,0.02122,0.2704,-0.03829,0.2956,0.20885,2/17/17,154
21-Jul-17,125,CELG,Call,6.47,0.97,6.4,6.65,90,926,0.50601,0.02102,0.22917,-0.0373,0.31167,0.21872,2/17/17,154
21-Jul-17,130,CELG,Call,4.5,0.79,4.45,4.7,323,3835,0.38435,0.02309,0.17994,-0.03085,0.3327,0.24997,2/17/17,154
21-Jul-17,110,CELG,Put,3.93,-0.66,3.75,4,3,1074,-0.26034,0.01353,-0.12569,-0.02562,0.27376,0.35418,2/17/17,154
21-Jul-17,115,CELG,Put,5.51,-0.96,5.3,5.55,2,1011,-0.32834,0.01679,-0.1572,-0.0246,0.28472,0.26801,2/17/17,154
21-Jul-17,120,CELG,Put,8.65,-0.05,7.35,7.55,2,252,-0.41766,0.02003,-0.17931,-0.0261,0.29819,0.27743,2/17/17,154
21-Jul-17,125,CELG,Put,13.09,,9.85,10.15,0,276,-0.50683,0.01938,-0.21052,-0.02538,0.31015,0.25044,2/17/17,154
21-Jul-17,130,CELG,Put,17.5,,12.85,13.2,0,49,-0.58221,0.01783,-0.239,-0.02625,0.31379,0.30997,2/17/17,154
19-Jan-18,110,CELG,Call,20.41,1.4,20.35,20.85,36,1940,0.77356,0.0117,0.68041,-0.02488,0.37478,0.22799,2/17/17,336
19-Jan-18,115,CELG,Call,17.4,1.35,17.25,17.65,41,2916,0.69202,0.01189,0.60595,-0.02848,0.40518,0.23341,2/17/17,336
19-Jan-18,120,CELG,Call,14.55,1.05,14.5,14.85,33,3613,0.6329,0.01329,0.57024,-0.02968,0.42608,0.23391,2/17/17,336
19-Jan-18,125,CELG,Call,12.08,0.81,12.05,12.4,35,3686,0.56821,0.01515,0.53111,-0.02708,0.44946,0.26031,2/17/17,336
19-Jan-18,130,CELG,Call,10,0.94,9.85,10.25,192,3557,0.50432,0.0141,0.47083,-0.02724,0.47185,0.26916,2/17/17,336
19-Jan-18,110,CELG,Put,8.44,-0.81,8.2,8.55,108,2316,-0.28406,0.0099,-0.30641,-0.01568,0.39642,0.30802,2/17/17,336
19-Jan-18,115,CELG,Put,10.34,-1.01,10.05,10.45,53,3222,-0.3386,0.01128,-0.35352,-0.01665,0.41473,0.33609,2/17/17,336
19-Jan-18,120,CELG,Put,12.55,-0.93,12.25,12.65,16,1611,-0.3977,0.0119,-0.37195,-0.01861,0.43166,0.33234,2/17/17,336
19-Jan-18,125,CELG,Put,15.22,-0.72,14.8,15.15,20,1380,-0.44467,0.01098,-0.42341,-0.01989,0.4431,0.33345,2/17/17,336
19-Jan-18,130,CELG,Put,18,-1.05,17.65,17.95,19,1435,-0.51559,0.01331,-0.47488,-0.01562,0.45848,0.33363,2/17/17,336
18-Jan-19,110,CELG,Call,28.02,1.39,26.5,28.45,15,217,0.75762,0.00743,1.21074,-0.02083,0.52532,0.26021,2/17/17,700
18-Jan-19,115,CELG,Call,23.28,,24,25.85,0,111,0.73346,0.00944,1.25975,-0.02001,0.54168,0.24997,2/17/17,700
18-Jan-19,120,CELG,Call,22.53,1.18,21.1,23.15,17,679,0.68812,0.01048,1.21719,-0.02073,0.5766,0.21872,2/17/17,700
18-Jan-19,125,CELG,Call,20.2,1.6,19.1,20.6,1,980,0.63746,0.0095,1.10503,-0.02192,0.61412,0.21872,2/17/17,700
18-Jan-19,130,CELG,Call,16.97,,16.9,18.8,0,646,0.59462,0.00944,1.03712,-0.02175,0.64556,0.25439,2/17/17,700
18-Jan-19,110,CELG,Put,14.51,-0.16,13.8,15.35,3,154,-0.29064,0.00633,-0.69206,-0.01162,0.55655,0.3876,2/17/17,700
18-Jan-19,115,CELG,Put,16.75,-0.08,16,17.55,3,329,-0.32606,0.00732,-0.67301,-0.01114,0.57894,0.33762,2/17/17,700
18-Jan-19,120,CELG,Put,19.34,,18.35,19.9,0,234,-0.36895,0.00834,-0.73334,-0.01124,0.59934,0.34852,2/17/17,700
18-Jan-19,125,CELG,Put,22.17,,20.85,22.6,0,841,-0.4059,0.00858,-0.79973,-0.01106,0.6162,0.37651,2/17/17,700
18-Jan-19,130,CELG,Put,25.27,,23.2,25.9,0,515,-0.44031,0.00863,-0.88862,-0.01069,0.63719,0.34152,2/17/17,700
17-Feb-17,22.5,CLLS,Call,0.4,-0.05,,0.8,15,33,0.16271,1,0,-5.47847,0,1.625,2/17/17,0
17-Mar-17,22.5,CLLS,Call,1.09,-0.31,1.1,1.5,3,56,0.50035,0.12374,0.00754,-0.02964,0.02396,0.54819,2/17/17,28
17-Mar-17,22.5,CLLS,Put,1.4,,0.75,2.3,0,16,-0.50735,0.13187,-0.00746,-0.02493,0.02399,0.56679,2/17/17,28
19-May-17,22.5,CLLS,Put,3.8,,1.5,3.8,0,211,-0.4603,0.07298,-0.0231,-0.01346,0.04281,0.58843,2/17/17,91
18-Aug-17,22.5,CLLS,Call,3.3,,2.5,4.6,0,64,0.58032,0.05232,0.04823,-0.01157,0.05958,0.50797,2/17/17,182
18-Aug-17,22.5,CLLS,Put,3.1,,2.05,4.5,0,85,-0.43041,0.05286,-0.04618,-0.00885,0.0598,0.50017,2/17/17,182
17-Mar-17,3.5,CEMP,Call,0.31,0.11,0.2,0.35,122,332,0.50545,0.52138,0.0011,-0.00684,0.00368,0.96962,2/17/17,28
21-Apr-17,3.5,CEMP,Call,0.3,-0.17,0.4,0.5,20,117,0.5455,0.35572,0.00245,-0.00453,0.00547,0.88872,2/17/17,63
21-Apr-17,3.5,CEMP,Put,0.65,,0.55,0.75,2,0,-0.43732,0.28712,-0.00274,-0.00509,0,0.975,2/17/17,63
21-Jul-17,3.5,CEMP,Call,0.7,,0.5,0.85,0,20,0.58808,0.25085,0.00578,-0.00265,0.00838,0.81247,2/17/17,154
19-Jan-18,3.5,CEMP,Call,1.05,,0.95,1.35,0,0,0.67889,0.12035,0.01029,-0.00214,0.01132,0.89829,2/17/17,336
19-Jan-18,3.5,CEMP,Put,1.35,,1.2,1.55,0,1,-0.30887,0.10565,-0.01529,-0.00192,0,1.17439,2/17/17,336
17-Feb-17,17.5,CDEV,Call,1.3,,0.45,1.05,0,712,1,0,0,-0.00268,0,1.81214,2/17/17,0
17-Mar-17,20,CDEV,Call,0.5,,0.05,0.25,0,52,0.17826,0.19298,0.00245,-0.00761,0.0145,0.26645,2/17/17,28
17-Mar-17,17.5,CDEV,Put,0.52,,0.25,1.1,0,10,-0.32173,0.1218,-0.00442,-0.02102,0.01913,0.65223,2/17/17,28
17-Mar-17,20,CDEV,Put,1.7,,1.8,2.45,0,3,-0.61476,0.11403,-0.00823,-0.02512,0.02075,0.67404,2/17/17,28
21-Apr-17,17.5,CDEV,Call,1.7,,1.4,1.8,0,1015,0.73087,0.14899,0.02063,-0.00869,0.02793,0.31407,2/17/17,63
21-Apr-17,20,CDEV,Call,0.6,,0.35,0.65,0,407,0.32802,0.15375,0.00969,-0.00906,0.03198,0.29931,2/17/17,63
21-Apr-17,17.5,CDEV,Put,0.8,,0.7,1.1,0,134,-0.33677,0.09925,-0.01071,-0.0115,0.02849,0.50847,2/17/17,63
21-Apr-17,20,CDEV,Put,2.2,,1.85,2.7,0,409,-0.58042,0.0999,-0.01755,-0.01276,0.03119,0.48155,2/17/17,63
21-Jul-17,17.5,CDEV,Call,2.35,,1.95,2.45,0,18,0.68371,0.09279,0.04371,-0.00674,0.04338,0.27964,2/17/17,154
21-Jul-17,20,CDEV,Call,1.3,,0.85,1.3,0,71,0.44896,0.09785,0.03,-0.00707,0.04916,0.32909,2/17/17,154
21-Jul-17,17.5,CDEV,Put,1.45,,1.2,1.65,0,21,-0.34345,0.07512,-0.02722,-0.00605,0.04393,0.41817,2/17/17,154
17-Feb-17,25,CSFL,Call,0.37,-0.03,0.25,0.45,200,2000,1,0,0,-0.00383,0,0.05816,2/17/17,0
17-Mar-17,25,CSFL,Call,0.35,,0.45,1,0,1,0.55212,0.29556,0.01012,-0.01402,0.02672,0.23683,2/17/17,28
21-Apr-17,25,CSFL,Call,0.88,,1,1.2,0,102,0.56181,0.17017,0.02245,-0.01126,0.03997,0.27124,2/17/17,63
21-Apr-17,25,CSFL,Put,0.7,,0.65,0.8,0,12,-0.44809,0.2302,-0.01513,-0.00583,0.03999,0.15621,2/17/17,63
21-Jul-17,25,CSFL,Call,1.7,,1.55,1.85,0,5,0.59624,0.1325,0.05705,-0.00678,0.06141,0.22209,2/17/17,154
21-Jul-17,25,CSFL,Put,1.95,,1.15,1.45,0,314,-0.43499,0.12077,-0.0351,-0.00427,0.06184,0.20057,2/17/17,154
17-Feb-17,35,CENT,Call,0.62,0.52,0.25,0.9,15,48,1,0,0,-0.00536,0,0.6296,2/17/17,0
17-Mar-17,35,CENT,Call,1.39,0.34,1.4,1.75,6,10,0.57004,0.12731,0.01428,-0.02948,0.03756,0.3705,2/17/17,28
17-Mar-17,35,CENT,Put,1.62,,0.85,1.25,0,1,-0.43201,0.13829,-0.01059,-0.02277,0.03758,0.29469,2/17/17,28
21-Apr-17,35,CENT,Call,1.15,,2,2.55,0,27,0.57537,0.08625,0.03133,-0.02041,0.05609,0.32301,2/17/17,63
21-Apr-17,35,CENT,Put,1.7,-0.95,1.35,2,1,1,-0.43081,0.09685,-0.02266,-0.01408,0.05619,0.30659,2/17/17,63
21-Jul-17,35,CENT,Call,3.17,,3.4,4,0,70,0.59492,0.05332,0.07393,-0.01426,0.08661,0.3674,2/17/17,154
21-Jul-17,35,CENT,Put,2.9,-1.13,2.65,3.3,1,8,-0.41827,0.04807,-0.05613,-0.01144,0.08698,0.3636,2/17/17,154
17-Mar-17,35,CENTA,Call,0.65,0.37,0.5,0.85,8,65,0.43731,0.17258,0.011,-0.02091,0.03773,0.24656,2/17/17,28
16-Jun-17,35,CENTA,Call,2.6,1,2.1,3.2,1,3,0.53439,0.06691,0.05211,-0.01462,0.07645,0.31923,2/17/17,119
16-Jun-17,35,CENTA,Put,4.8,,3,4,0,1,-0.46593,0.05268,-0.04672,-0.01373,0.07628,0.42096,2/17/17,119
15-Sep-17,22.5,CVCY,Put,2.6,,,5,0,5,-0.44838,0.06459,-0.05046,-0.00599,0.06413,0.4089,2/17/17,210
17-Feb-17,14,CENX,Call,1.1,-0.74,1.09,1.48,7,290,1,0,0,-0.00214,0,1.97656,2/17/17,0
17-Feb-17,15,CENX,Call,0.27,-0.31,0.2,0.44,41,350,1,0,0,-0.0023,0,1.99999,2/17/17,0
17-Mar-17,14,CENX,Call,1.94,-0.42,1.83,1.96,50,1610,0.68206,0.11232,0.0064,-0.02469,0.01541,0.67602,2/17/17,28
17-Mar-17,15,CENX,Call,1.4,-0.09,1.24,1.36,91,16577,0.55767,0.14407,0.00551,-0.02565,0.01607,0.58278,2/17/17,28
17-Mar-17,16,CENX,Call,0.85,-0.13,0.81,0.91,43,687,0.44538,0.12318,0.00439,-0.02717,0.01666,0.65947,2/17/17,28
17-Mar-17,14,CENX,Put,0.59,0.03,0.58,0.66,30,220,-0.30827,0.12418,-0.00349,-0.02003,0.01541,0.80816,2/17/17,28
17-Mar-17,15,CENX,Put,1,0.1,1,1.08,53,572,-0.44638,0.16069,-0.00485,-0.02126,0.01609,0.74077,2/17/17,28
17-Mar-17,16,CENX,Put,1.44,,1.51,1.61,0,26,-0.59236,0.15259,-0.00628,-0.01925,0.01673,0.73294,2/17/17,28
16-Jun-17,14,CENX,Call,3.25,,2.72,3.05,0,78,0.66629,0.06796,0.02351,-0.01072,0.03112,0.57192,2/17/17,119
16-Jun-17,15,CENX,Call,2.34,-0.2,2.31,2.42,5,977,0.59291,0.07818,0.02196,-0.01136,0.03255,0.55357,2/17/17,119
16-Jun-17,16,CENX,Call,1.82,-0.4,1.88,1.99,9,243,0.51962,0.08032,0.01973,-0.01078,0.03393,0.53831,2/17/17,119
16-Jun-17,14,CENX,Put,1.43,,1.51,1.62,0,82,-0.33762,0.06986,-0.01858,-0.0087,0.03119,0.71467,2/17/17,119
16-Jun-17,15,CENX,Put,1.96,,1.97,2.11,0,15,-0.41453,0.08056,-0.01986,-0.00928,0.03267,0.7334,2/17/17,119
16-Jun-17,16,CENX,Put,2.76,-0.34,2.56,2.68,10,18,-0.4837,0.0788,-0.02416,-0.0091,0.03393,0.70847,2/17/17,119
15-Sep-17,15,CENX,Call,3.54,,3,3.35,0,3,0.62495,0.05212,0.0358,-0.00934,0.0422,0.55787,2/17/17,210
15-Sep-17,16,CENX,Call,2.6,-0.34,2.63,2.87,15,19,0.56901,0.05749,0.03425,-0.00862,0.04411,0.55743,2/17/17,210
15-Sep-17,15,CENX,Put,2.86,,2.65,2.96,0,1,-0.38119,0.05144,-0.03549,-0.00774,0.0423,0.73124,2/17/17,210
19-Jan-18,15,CENX,Call,4.22,,3.6,4.25,0,106,0.64478,0.0456,0.05591,-0.00671,0.05237,0.55803,2/17/17,336
19-Jan-18,15,CENX,Put,3.5,,3.35,3.75,0,36,-0.35184,0.03889,-0.05843,-0.00587,0.05193,0.69441,2/17/17,336
17-Mar-17,7.5,CNTY,Call,0.72,,,0.15,0,75,0.25487,0.42518,0.00126,-0.00553,0.00527,0.4165,2/17/17,28
17-Mar-17,7.5,CNTY,Put,0.9,,0.55,1,0,66,-0.69825,0.37554,-0.00314,-0.00669,0.00764,0.52746,2/17/17,28
16-Jun-17,7.5,CNTY,Call,0.55,,0.15,0.5,0,114,0.39057,0.30476,0.00774,-0.00273,0.01632,0.32962,2/17/17,119
16-Jun-17,7.5,CNTY,Put,0.7,,0.85,1.35,0,48,-0.55428,0.22035,-0.0118,-0.003,0.01587,0.48696,2/17/17,119
17-Feb-17,52.5,CERN,Call,3.6,0.65,3.4,3.9,128,1291,1,0,0,-0.00804,0,0.40052,2/17/17,0
17-Feb-17,55,CERN,Call,1.3,0.75,0.95,1.25,228,1907,1,0,0,-0.00842,0,0.51521,2/17/17,0
17-Feb-17,57.5,CERN,Put,3.92,,0.9,1.85,0,1,-1,0,0,0,0,0.5,2/17/17,0
17-Mar-17,52.5,CERN,Call,3.89,0.39,3.7,4,26,5090,0.66669,0.05886,0.0249,-0.05152,0.0567,0.17454,2/17/17,28
17-Mar-17,55,CERN,Call,2,0.28,1.9,2.1,146,3102,0.50796,0.07765,0.01965,-0.04957,0.05886,0.31597,2/17/17,28
17-Mar-17,57.5,CERN,Call,0.65,0.08,0.65,0.8,60,662,0.29221,0.07962,0.01163,-0.03572,0.06168,0.29688,2/17/17,28
17-Mar-17,60,CERN,Call,0.2,0.05,0.15,0.25,7,318,0.13374,0.05014,0.00539,-0.02031,0.04315,0.28232,2/17/17,28
17-Mar-17,52.5,CERN,Put,0.32,-0.18,0.25,0.35,3,1848,-0.17524,0.10448,-0.00685,-0.01221,0.0359,0.15623,2/17/17,28
17-Mar-17,55,CERN,Put,0.84,-0.31,0.75,0.9,23,262,-0.55654,0.25508,-0.01657,-0.01017,0.0596,0.13341,2/17/17,28
17-Mar-17,57.5,CERN,Put,2.11,-0.78,1.95,2.2,15,67,-0.97075,0.07131,0,0,0.00942,0.15623,2/17/17,28
17-Mar-17,60,CERN,Put,6.6,,3.8,4.9,0,22,-1,0,0,0,0,0.24673,2/17/17,28
16-Jun-17,52.5,CERN,Call,5.14,0.26,5.2,5.6,9,109,0.64895,0.03689,0.09703,-0.02305,0.11491,0.32664,2/17/17,119
16-Jun-17,55,CERN,Call,3.54,0.21,3.6,3.9,43,3316,0.55463,0.04736,0.08693,-0.02157,0.1202,0.30122,2/17/17,119
16-Jun-17,57.5,CERN,Call,2.36,0.11,2.3,2.65,40,686,0.43381,0.04993,0.06973,-0.01829,0.12705,0.2717,2/17/17,119
16-Jun-17,60,CERN,Call,1.5,0.2,1.35,1.6,34,248,0.31285,0.0476,0.05138,-0.01652,0.12014,0.25617,2/17/17,119
16-Jun-17,52.5,CERN,Put,1.76,-0.2,1.5,1.7,3,111,-0.31524,0.05736,-0.04967,-0.00873,0.11249,0.23312,2/17/17,119
16-Jun-17,55,CERN,Put,3.8,,2.35,2.6,0,97,-0.47286,0.07593,-0.06141,-0.00841,0.12068,0.16672,2/17/17,119
16-Jun-17,57.5,CERN,Put,4.87,,3.5,3.8,0,22,-0.64826,0.07406,-0.07075,-0.00692,0.12222,0.14683,2/17/17,119
16-Jun-17,60,CERN,Put,8.9,,5,5.4,0,41,-0.99366,0.03137,0,0,0,0.18063,2/17/17,119
15-Sep-17,52.5,CERN,Call,5.29,,6.3,6.8,0,7,0.6691,0.03517,0.17523,-0.01521,0.14897,0.26959,2/17/17,210
15-Sep-17,55,CERN,Call,4.8,0.29,4.9,5.2,3,26,0.5824,0.04243,0.15864,-0.01504,0.15768,0.25973,2/17/17,210
15-Sep-17,57.5,CERN,Call,3.31,,3.5,3.9,0,181,0.48819,0.03988,0.13375,-0.01456,0.16713,0.27897,2/17/17,210
15-Sep-17,60,CERN,Call,2.7,0.35,2.6,2.85,120,44,0.41753,0.03449,0.11363,-0.01528,0.17389,0.24997,2/17/17,210
15-Sep-17,52.5,CERN,Put,3.8,,2.5,2.75,0,1,-0.33582,0.04286,-0.09131,-0.00678,0.14881,0.25844,2/17/17,210
15-Sep-17,55,CERN,Put,4.44,,3.4,3.7,0,20,-0.44695,0.04458,-0.10617,-0.00805,0.15866,0.21492,2/17/17,210
19-Jan-18,52.5,CERN,Call,7.27,,7.7,8.1,0,75,0.67315,0.02645,0.26605,-0.01327,0.18576,0.30149,2/17/17,336
19-Jan-18,55,CERN,Call,6.16,,6.2,6.7,0,140,0.60906,0.03003,0.24939,-0.01346,0.19595,0.26016,2/17/17,336
19-Jan-18,57.5,CERN,Call,3.5,,4.9,5.5,0,29,0.53255,0.03376,0.22613,-0.0119,0.20854,0.26059,2/17/17,336
19-Jan-18,60,CERN,Call,3.87,0.1,3.8,4.3,4,123,0.47163,0.02958,0.198,-0.01249,0.21781,0.28859,2/17/17,336
19-Jan-18,52.5,CERN,Put,5.35,,3.5,3.9,0,38,-0.35053,0.02889,-0.15905,-0.00659,0.18861,0.24447,2/17/17,336
19-Jan-18,55,CERN,Put,6.5,,4.5,4.9,0,55,-0.43231,0.03997,-0.16144,-0.0053,0.19725,0.26184,2/17/17,336
19-Jan-18,57.5,CERN,Put,11,,5.7,6.1,0,16,-0.49692,0.03252,-0.19842,-0.0064,0.20405,0.24971,2/17/17,336
19-Jan-18,60,CERN,Put,12.9,,7.1,7.6,0,22,-0.60831,0.04069,-0.19474,-0.00453,0.19832,0.24255,2/17/17,336
18-Jan-19,52.5,CERN,Call,8.4,,10.7,11.5,0,3,0.70615,0.0183,0.52448,-0.00994,0.25405,0.23282,2/17/17,700
18-Jan-19,55,CERN,Call,9.3,,9.4,10.1,0,110,0.66348,0.02052,0.51259,-0.01009,0.26825,0.22368,2/17/17,700
18-Jan-19,57.5,CERN,Call,5.6,,8.1,8.8,0,65,0.61495,0.02187,0.48778,-0.00964,0.28462,0.27097,2/17/17,700
18-Jan-19,60,CERN,Call,5,,6.9,7.7,0,100,0.55621,0.02509,0.46255,-0.00884,0.30583,0.24554,2/17/17,700
18-Jan-19,52.5,CERN,Put,7.85,,5.6,6.2,0,4,-0.33745,0.02251,-0.28514,-0.00355,0.26138,0.28825,2/17/17,700
18-Jan-19,55,CERN,Put,7.25,-1.75,6.8,7.3,1,256,-0.39256,0.02268,-0.32156,-0.00413,0.27292,0.26822,2/17/17,700
